año,MEDIDAS_CODE,MEDIDAS,municipio,OBS_VALUE,geocode
2021,OTRAS_PRESTACIONES,Otras prestaciones, Adeje,1.9,20210101_38001_D01_S011
2021,OTRAS_PRESTACIONES,Otras prestaciones, Adeje,1.9,20210101_38001_D01_S018
2021,OTRAS_PRESTACIONES,Otras prestaciones, Adeje,2.4,20210101_38001_D01_S008
2021,OTRAS_PRESTACIONES,Otras prestaciones, Adeje,2.4,20210101_38001_D01_S009
2021,OTRAS_PRESTACIONES,Otras prestaciones, Adeje,2.5,20210101_38001_D01_S007
2021,OTRAS_PRESTACIONES,Otras prestaciones, Adeje,2.7,20210101_38001_D01_S013
2021,OTRAS_PRESTACIONES,Otras prestaciones, Adeje,3.0,20210101_38001_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, Adeje,3.2,20210101_38001_D01_S017
2021,OTRAS_PRESTACIONES,Otras prestaciones, Adeje,3.3,20210101_38001_D01_S005
2021,OTRAS_PRESTACIONES,Otras prestaciones, Adeje,3.3,20210101_38001_D01_S010
2021,OTRAS_PRESTACIONES,Otras prestaciones, Adeje,3.4,20210101_38001_D01_S012
2021,OTRAS_PRESTACIONES,Otras prestaciones, Adeje,3.5,20210101_38001_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Adeje,3.8,20210101_38001_D01_S014
2021,OTRAS_PRESTACIONES,Otras prestaciones, Adeje,3.8,20210101_38001_D01_S015
2021,OTRAS_PRESTACIONES,Otras prestaciones, Adeje,3.9,20210101_38001_D01_S016
2021,OTRAS_PRESTACIONES,Otras prestaciones, Adeje,4.1,20210101_38001_D01_S006
2021,OTRAS_PRESTACIONES,Otras prestaciones, Adeje,4.6,20210101_38001_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Adeje,4.8,20210101_38001_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, Agulo,4.2,20210101_38002_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Alajeró,4.7,20210101_38003_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arafo,3.6,20210101_38004_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arafo,4.1,20210101_38004_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arafo,4.3,20210101_38004_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arico,3.5,20210101_38005_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arico,3.5,20210101_38005_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arico,3.7,20210101_38005_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arico,3.9,20210101_38005_D01_S005
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arico,4.1,20210101_38005_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arico,4.7,20210101_38005_D01_S006
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,1.4,20210101_38006_D01_S033
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,2.3,20210101_38006_D01_S011
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,2.7,20210101_38006_D01_S020
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,2.9,20210101_38006_D01_S026
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,3.3,20210101_38006_D01_S006
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,3.4,20210101_38006_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,3.4,20210101_38006_D01_S015
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,3.4,20210101_38006_D01_S019
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,3.5,20210101_38006_D01_S005
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,3.5,20210101_38006_D01_S017
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,3.7,20210101_38006_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,3.7,20210101_38006_D01_S028
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,3.8,20210101_38006_D01_S024
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,4.0,20210101_38006_D01_S010
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,4.0,20210101_38006_D01_S014
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,4.1,20210101_38006_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,4.1,20210101_38006_D01_S008
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,4.1,20210101_38006_D01_S022
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,4.4,20210101_38006_D01_S032
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,4.4,20210101_38006_D01_S034
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,4.5,20210101_38006_D01_S027
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,4.7,20210101_38006_D01_S009
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,4.8,20210101_38006_D01_S021
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,4.8,20210101_38006_D01_S023
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,4.9,20210101_38006_D01_S025
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,5.2,20210101_38006_D01_S016
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,5.4,20210101_38006_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,5.4,20210101_38006_D01_S030
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,5.6,20210101_38006_D01_S018
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,5.8,20210101_38006_D01_S031
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,5.9,20210101_38006_D01_S007
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,5.9,20210101_38006_D01_S012
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,7.1,20210101_38006_D01_S029
2021,OTRAS_PRESTACIONES,Otras prestaciones, Arona,8.2,20210101_38006_D01_S013
2021,OTRAS_PRESTACIONES,Otras prestaciones, Barlovento,3.7,20210101_38007_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Barlovento,3.8,20210101_38007_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Breña Alta,2.7,20210101_38008_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, Breña Alta,3.0,20210101_38008_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Breña Alta,3.8,20210101_38008_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Breña Alta,4.2,20210101_38008_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, Breña Baja,2.8,20210101_38009_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, Breña Baja,3.0,20210101_38009_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Breña Baja,3.3,20210101_38009_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Breña Baja,3.6,20210101_38009_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, Buenavista del Norte,4.0,20210101_38010_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Buenavista del Norte,4.1,20210101_38010_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, Buenavista del Norte,6.1,20210101_38010_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, Buenavista del Norte,7.5,20210101_38010_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Candelaria,3.0,20210101_38011_D01_S007
2021,OTRAS_PRESTACIONES,Otras prestaciones, Candelaria,3.2,20210101_38011_D01_S012
2021,OTRAS_PRESTACIONES,Otras prestaciones, Candelaria,3.5,20210101_38011_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Candelaria,3.6,20210101_38011_D01_S005
2021,OTRAS_PRESTACIONES,Otras prestaciones, Candelaria,3.6,20210101_38011_D01_S006
2021,OTRAS_PRESTACIONES,Otras prestaciones, Candelaria,3.6,20210101_38011_D01_S009
2021,OTRAS_PRESTACIONES,Otras prestaciones, Candelaria,3.7,20210101_38011_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, Candelaria,3.9,20210101_38011_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Candelaria,4.1,20210101_38011_D01_S008
2021,OTRAS_PRESTACIONES,Otras prestaciones, Candelaria,5.0,20210101_38011_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, Candelaria,5.3,20210101_38011_D01_S010
2021,OTRAS_PRESTACIONES,Otras prestaciones, Candelaria,5.3,20210101_38011_D01_S011
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Paso,4.8,20210101_38027_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Pinar de El Hierro,3.5,20210101_38901_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Rosario,2.0,20210101_38032_D01_S012
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Rosario,2.6,20210101_38032_D01_S008
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Rosario,2.7,20210101_38032_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Rosario,2.7,20210101_38032_D01_S011
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Rosario,2.7,20210101_38032_D01_S013
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Rosario,2.9,20210101_38032_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Rosario,2.9,20210101_38032_D01_S006
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Rosario,3.7,20210101_38032_D01_S010
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Rosario,3.8,20210101_38032_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Rosario,3.9,20210101_38032_D01_S009
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Rosario,4.2,20210101_38032_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Rosario,4.6,20210101_38032_D01_S005
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Rosario,4.6,20210101_38032_D01_S007
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Sauzal,2.9,20210101_38041_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Sauzal,3.4,20210101_38041_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Sauzal,4.6,20210101_38041_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Sauzal,4.7,20210101_38041_D01_S005
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Sauzal,5.3,20210101_38041_D01_S006
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Sauzal,5.7,20210101_38041_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Tanque,4.5,20210101_38044_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, El Tanque,7.5,20210101_38044_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Fasnia,4.1,20210101_38012_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Fasnia,4.9,20210101_38012_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Frontera,3.9,20210101_38013_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Frontera,4.3,20210101_38013_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Fuencaliente de La Palma,3.9,20210101_38014_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Fuencaliente de La Palma,4.3,20210101_38014_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Garachico,3.6,20210101_38015_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Garachico,4.1,20210101_38015_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Garafía,4.3,20210101_38016_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,2.1,20210101_38017_D01_S014
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,2.2,20210101_38017_D01_S018
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,3.0,20210101_38017_D01_S010
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,3.4,20210101_38017_D01_S012
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,3.5,20210101_38017_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,3.6,20210101_38017_D01_S017
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,3.6,20210101_38017_D01_S026
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,3.7,20210101_38017_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,3.8,20210101_38017_D01_S020
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,4.0,20210101_38017_D01_S007
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,4.0,20210101_38017_D01_S016
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,4.0,20210101_38017_D01_S021
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,4.1,20210101_38017_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,4.1,20210101_38017_D01_S013
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,4.2,20210101_38017_D01_S023
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,4.3,20210101_38017_D01_S009
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,4.3,20210101_38017_D01_S019
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,4.4,20210101_38017_D01_S006
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,4.4,20210101_38017_D01_S022
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,4.6,20210101_38017_D01_S008
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,4.7,20210101_38017_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,5.1,20210101_38017_D01_S011
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,5.1,20210101_38017_D01_S024
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,5.1,20210101_38017_D01_S025
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,5.2,20210101_38017_D01_S005
2021,OTRAS_PRESTACIONES,Otras prestaciones, Granadilla de Abona,5.2,20210101_38017_D01_S015
2021,OTRAS_PRESTACIONES,Otras prestaciones, Guía de Isora,3.2,20210101_38019_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, Guía de Isora,3.5,20210101_38019_D01_S008
2021,OTRAS_PRESTACIONES,Otras prestaciones, Guía de Isora,3.7,20210101_38019_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, Guía de Isora,3.8,20210101_38019_D01_S010
2021,OTRAS_PRESTACIONES,Otras prestaciones, Guía de Isora,3.9,20210101_38019_D01_S005
2021,OTRAS_PRESTACIONES,Otras prestaciones, Guía de Isora,3.9,20210101_38019_D01_S007
2021,OTRAS_PRESTACIONES,Otras prestaciones, Guía de Isora,4.2,20210101_38019_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Guía de Isora,4.4,20210101_38019_D01_S009
2021,OTRAS_PRESTACIONES,Otras prestaciones, Guía de Isora,4.5,20210101_38019_D01_S011
2021,OTRAS_PRESTACIONES,Otras prestaciones, Guía de Isora,5.2,20210101_38019_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Güímar,3.4,20210101_38020_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Güímar,3.6,20210101_38020_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, Güímar,3.6,20210101_38020_D01_S010
2021,OTRAS_PRESTACIONES,Otras prestaciones, Güímar,3.7,20210101_38020_D01_S007
2021,OTRAS_PRESTACIONES,Otras prestaciones, Güímar,3.7,20210101_38020_D01_S012
2021,OTRAS_PRESTACIONES,Otras prestaciones, Güímar,3.9,20210101_38020_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Güímar,4.1,20210101_38020_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, Güímar,4.5,20210101_38020_D01_S008
2021,OTRAS_PRESTACIONES,Otras prestaciones, Güímar,5.5,20210101_38020_D01_S005
2021,OTRAS_PRESTACIONES,Otras prestaciones, Güímar,5.8,20210101_38020_D01_S006
2021,OTRAS_PRESTACIONES,Otras prestaciones, Güímar,6.0,20210101_38020_D01_S011
2021,OTRAS_PRESTACIONES,Otras prestaciones, Güímar,7.1,20210101_38020_D01_S009
2021,OTRAS_PRESTACIONES,Otras prestaciones, Hermigua,4.9,20210101_38021_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Icod de los Vinos,3.6,20210101_38022_D01_S005
2021,OTRAS_PRESTACIONES,Otras prestaciones, Icod de los Vinos,4.2,20210101_38022_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Icod de los Vinos,4.4,20210101_38022_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, Icod de los Vinos,4.5,20210101_38022_D01_S006
2021,OTRAS_PRESTACIONES,Otras prestaciones, Icod de los Vinos,5.0,20210101_38022_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Icod de los Vinos,6.3,20210101_38022_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, La Guancha,4.8,20210101_38018_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, La Guancha,5.2,20210101_38018_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, La Guancha,5.6,20210101_38018_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, La Matanza de Acentejo,4.1,20210101_38025_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, La Matanza de Acentejo,4.1,20210101_38025_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, La Matanza de Acentejo,4.5,20210101_38025_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, La Matanza de Acentejo,4.6,20210101_38025_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, La Matanza de Acentejo,5.4,20210101_38025_D01_S005
2021,OTRAS_PRESTACIONES,Otras prestaciones, La Orotava,3.4,20210101_38026_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, La Orotava,3.9,20210101_38026_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, La Orotava,4.3,20210101_38026_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, La Victoria de Acentejo,4.6,20210101_38051_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, La Victoria de Acentejo,4.7,20210101_38051_D01_S007
2021,OTRAS_PRESTACIONES,Otras prestaciones, La Victoria de Acentejo,4.9,20210101_38051_D01_S006
2021,OTRAS_PRESTACIONES,Otras prestaciones, La Victoria de Acentejo,5.1,20210101_38051_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, La Victoria de Acentejo,5.1,20210101_38051_D01_S005
2021,OTRAS_PRESTACIONES,Otras prestaciones, La Victoria de Acentejo,6.7,20210101_38051_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, La Victoria de Acentejo,6.8,20210101_38051_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, Los Llanos de Aridane,4.0,20210101_38024_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Los Llanos de Aridane,4.5,20210101_38024_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, Los Llanos de Aridane,4.6,20210101_38024_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Los Llanos de Aridane,5.0,20210101_38024_D01_S006
2021,OTRAS_PRESTACIONES,Otras prestaciones, Los Llanos de Aridane,5.1,20210101_38024_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, Los Llanos de Aridane,5.1,20210101_38024_D01_S005
2021,OTRAS_PRESTACIONES,Otras prestaciones, Los Llanos de Aridane,5.5,20210101_38024_D01_S008
2021,OTRAS_PRESTACIONES,Otras prestaciones, Los Llanos de Aridane,6.6,20210101_38024_D01_S007
2021,OTRAS_PRESTACIONES,Otras prestaciones, Los Realejos,3.4,20210101_38031_D01_S006
2021,OTRAS_PRESTACIONES,Otras prestaciones, Los Realejos,3.6,20210101_38031_D01_S008
2021,OTRAS_PRESTACIONES,Otras prestaciones, Los Realejos,4.0,20210101_38031_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Los Realejos,4.2,20210101_38031_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, Los Realejos,4.3,20210101_38031_D01_S005
2021,OTRAS_PRESTACIONES,Otras prestaciones, Los Realejos,4.4,20210101_38031_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Los Realejos,4.5,20210101_38031_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, Los Realejos,4.8,20210101_38031_D01_S007
2021,OTRAS_PRESTACIONES,Otras prestaciones, Los Silos,3.7,20210101_38042_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Los Silos,4.2,20210101_38042_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, Los Silos,4.6,20210101_38042_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Los Silos,4.8,20210101_38042_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, Puerto de La Cruz,2.5,20210101_38028_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, Puerto de La Cruz,2.6,20210101_38028_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, Puerto de La Cruz,4.7,20210101_38028_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Puerto de La Cruz,6.4,20210101_38028_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Puntagorda,3.6,20210101_38029_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Puntagorda,4.1,20210101_38029_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, Puntallana,2.9,20210101_38030_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, Puntallana,4.1,20210101_38030_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Andrés y Sauces,3.1,20210101_38033_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Andrés y Sauces,3.3,20210101_38033_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Andrés y Sauces,4.3,20210101_38033_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,1.7,20210101_38023_D01_S030
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,2.3,20210101_38023_D01_S015
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,2.3,20210101_38023_D01_S017
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,2.5,20210101_38023_D01_S028
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,2.5,20210101_38023_D01_S029
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,2.6,20210101_38023_D01_S016
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,3.0,20210101_38023_D01_S013
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,3.1,20210101_38023_D01_S009
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,3.1,20210101_38023_D01_S014
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,3.2,20210101_38023_D01_S023
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,3.2,20210101_38023_D01_S026
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,3.2,20210101_38023_D01_S027
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,3.2,20210101_38023_D01_S031
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,3.3,20210101_38023_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,3.3,20210101_38023_D01_S019
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,3.4,20210101_38023_D01_S005
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,3.4,20210101_38023_D01_S007
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,3.4,20210101_38023_D01_S020
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,3.4,20210101_38023_D01_S021
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,3.5,20210101_38023_D01_S010
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,3.7,20210101_38023_D01_S033
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,3.8,20210101_38023_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,4.0,20210101_38023_D01_S008
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,4.0,20210101_38023_D01_S012
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,4.1,20210101_38023_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,4.1,20210101_38023_D01_S011
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,4.1,20210101_38023_D01_S025
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,4.7,20210101_38023_D01_S006
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,4.7,20210101_38023_D01_S022
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,4.9,20210101_38023_D01_S018
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,6.3,20210101_38023_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,6.5,20210101_38023_D01_S032
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Cristóbal de La Laguna,6.6,20210101_38023_D01_S024
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Juan de la Rambla,4.3,20210101_38034_D01_S001
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Juan de la Rambla,5.3,20210101_38034_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Juan de la Rambla,5.3,20210101_38034_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Juan de la Rambla,5.5,20210101_38034_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Miguel de Abona,2.7,20210101_38035_D01_S008
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Miguel de Abona,3.2,20210101_38035_D01_S004
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Miguel de Abona,3.7,20210101_38035_D01_S002
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Miguel de Abona,3.7,20210101_38035_D01_S007
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Miguel de Abona,3.8,20210101_38035_D01_S003
2021,OTRAS_PRESTACIONES,Otras prestaciones, San Miguel de Abona,3.9,20210101_38035_D01_S001
