año,municipio,geocode,Actividad económica,num_casos
2021,Adeje,20210101_38001_D01_S001,"Agricultura, ganadería y pesca",2
2021,Adeje,20210101_38001_D01_S001,Construcción,40
2021,Adeje,20210101_38001_D01_S001,Industria,21
2021,Adeje,20210101_38001_D01_S001,No consta,0
2021,Adeje,20210101_38001_D01_S001,Servicios,591
2021,Adeje,20210101_38001_D01_S002,"Agricultura, ganadería y pesca",13
2021,Adeje,20210101_38001_D01_S002,Construcción,39
2021,Adeje,20210101_38001_D01_S002,Industria,22
2021,Adeje,20210101_38001_D01_S002,No consta,0
2021,Adeje,20210101_38001_D01_S002,Servicios,942
2021,Adeje,20210101_38001_D01_S003,"Agricultura, ganadería y pesca",14
2021,Adeje,20210101_38001_D01_S003,Construcción,39
2021,Adeje,20210101_38001_D01_S003,Industria,18
2021,Adeje,20210101_38001_D01_S003,No consta,1
2021,Adeje,20210101_38001_D01_S003,Servicios,993
2021,Adeje,20210101_38001_D01_S004,"Agricultura, ganadería y pesca",31
2021,Adeje,20210101_38001_D01_S004,Construcción,37
2021,Adeje,20210101_38001_D01_S004,Industria,28
2021,Adeje,20210101_38001_D01_S004,No consta,0
2021,Adeje,20210101_38001_D01_S004,Servicios,682
2021,Adeje,20210101_38001_D01_S005,"Agricultura, ganadería y pesca",47
2021,Adeje,20210101_38001_D01_S005,Construcción,58
2021,Adeje,20210101_38001_D01_S005,Industria,39
2021,Adeje,20210101_38001_D01_S005,No consta,0
2021,Adeje,20210101_38001_D01_S005,Servicios,860
2021,Adeje,20210101_38001_D01_S006,"Agricultura, ganadería y pesca",26
2021,Adeje,20210101_38001_D01_S006,Construcción,50
2021,Adeje,20210101_38001_D01_S006,Industria,37
2021,Adeje,20210101_38001_D01_S006,No consta,0
2021,Adeje,20210101_38001_D01_S006,Servicios,986
2021,Adeje,20210101_38001_D01_S007,"Agricultura, ganadería y pesca",11
2021,Adeje,20210101_38001_D01_S007,Construcción,30
2021,Adeje,20210101_38001_D01_S007,Industria,25
2021,Adeje,20210101_38001_D01_S007,No consta,0
2021,Adeje,20210101_38001_D01_S007,Servicios,1306
2021,Adeje,20210101_38001_D01_S008,"Agricultura, ganadería y pesca",7
2021,Adeje,20210101_38001_D01_S008,Construcción,56
2021,Adeje,20210101_38001_D01_S008,Industria,20
2021,Adeje,20210101_38001_D01_S008,No consta,1
2021,Adeje,20210101_38001_D01_S008,Servicios,892
2021,Adeje,20210101_38001_D01_S009,"Agricultura, ganadería y pesca",9
2021,Adeje,20210101_38001_D01_S009,Construcción,48
2021,Adeje,20210101_38001_D01_S009,Industria,36
2021,Adeje,20210101_38001_D01_S009,No consta,0
2021,Adeje,20210101_38001_D01_S009,Servicios,1093
2021,Adeje,20210101_38001_D01_S010,"Agricultura, ganadería y pesca",10
2021,Adeje,20210101_38001_D01_S010,Construcción,23
2021,Adeje,20210101_38001_D01_S010,Industria,28
2021,Adeje,20210101_38001_D01_S010,No consta,0
2021,Adeje,20210101_38001_D01_S010,Servicios,532
2021,Adeje,20210101_38001_D01_S011,"Agricultura, ganadería y pesca",46
2021,Adeje,20210101_38001_D01_S011,Construcción,60
2021,Adeje,20210101_38001_D01_S011,Industria,19
2021,Adeje,20210101_38001_D01_S011,No consta,0
2021,Adeje,20210101_38001_D01_S011,Servicios,1270
2021,Adeje,20210101_38001_D01_S012,"Agricultura, ganadería y pesca",11
2021,Adeje,20210101_38001_D01_S012,Construcción,45
2021,Adeje,20210101_38001_D01_S012,Industria,32
2021,Adeje,20210101_38001_D01_S012,No consta,0
2021,Adeje,20210101_38001_D01_S012,Servicios,750
2021,Adeje,20210101_38001_D01_S013,"Agricultura, ganadería y pesca",7
2021,Adeje,20210101_38001_D01_S013,Construcción,58
2021,Adeje,20210101_38001_D01_S013,Industria,24
2021,Adeje,20210101_38001_D01_S013,No consta,0
2021,Adeje,20210101_38001_D01_S013,Servicios,1307
2021,Adeje,20210101_38001_D01_S014,"Agricultura, ganadería y pesca",10
2021,Adeje,20210101_38001_D01_S014,Construcción,17
2021,Adeje,20210101_38001_D01_S014,Industria,10
2021,Adeje,20210101_38001_D01_S014,No consta,0
2021,Adeje,20210101_38001_D01_S014,Servicios,517
2021,Adeje,20210101_38001_D01_S015,"Agricultura, ganadería y pesca",12
2021,Adeje,20210101_38001_D01_S015,Construcción,39
2021,Adeje,20210101_38001_D01_S015,Industria,20
2021,Adeje,20210101_38001_D01_S015,No consta,0
2021,Adeje,20210101_38001_D01_S015,Servicios,787
2021,Adeje,20210101_38001_D01_S016,"Agricultura, ganadería y pesca",8
2021,Adeje,20210101_38001_D01_S016,Construcción,27
2021,Adeje,20210101_38001_D01_S016,Industria,16
2021,Adeje,20210101_38001_D01_S016,No consta,0
2021,Adeje,20210101_38001_D01_S016,Servicios,524
2021,Adeje,20210101_38001_D01_S017,"Agricultura, ganadería y pesca",14
2021,Adeje,20210101_38001_D01_S017,Construcción,40
2021,Adeje,20210101_38001_D01_S017,Industria,18
2021,Adeje,20210101_38001_D01_S017,No consta,1
2021,Adeje,20210101_38001_D01_S017,Servicios,928
2021,Adeje,20210101_38001_D01_S018,"Agricultura, ganadería y pesca",3
2021,Adeje,20210101_38001_D01_S018,Construcción,82
2021,Adeje,20210101_38001_D01_S018,Industria,24
2021,Adeje,20210101_38001_D01_S018,No consta,0
2021,Adeje,20210101_38001_D01_S018,Servicios,1488
2021,Agulo,20210101_38002_D01_S001,"Agricultura, ganadería y pesca",18
2021,Agulo,20210101_38002_D01_S001,Construcción,30
2021,Agulo,20210101_38002_D01_S001,Industria,6
2021,Agulo,20210101_38002_D01_S001,No consta,0
2021,Agulo,20210101_38002_D01_S001,Servicios,287
2021,Alajeró,20210101_38003_D01_S001,"Agricultura, ganadería y pesca",21
2021,Alajeró,20210101_38003_D01_S001,Construcción,69
2021,Alajeró,20210101_38003_D01_S001,Industria,19
2021,Alajeró,20210101_38003_D01_S001,No consta,0
2021,Alajeró,20210101_38003_D01_S001,Servicios,680
2021,Arafo,20210101_38004_D01_S001,"Agricultura, ganadería y pesca",20
2021,Arafo,20210101_38004_D01_S001,Construcción,50
2021,Arafo,20210101_38004_D01_S001,Industria,76
2021,Arafo,20210101_38004_D01_S001,No consta,0
2021,Arafo,20210101_38004_D01_S001,Servicios,698
2021,Arafo,20210101_38004_D01_S002,"Agricultura, ganadería y pesca",16
2021,Arafo,20210101_38004_D01_S002,Construcción,44
2021,Arafo,20210101_38004_D01_S002,Industria,67
2021,Arafo,20210101_38004_D01_S002,No consta,0
2021,Arafo,20210101_38004_D01_S002,Servicios,504
2021,Arafo,20210101_38004_D01_S003,"Agricultura, ganadería y pesca",22
2021,Arafo,20210101_38004_D01_S003,Construcción,53
2021,Arafo,20210101_38004_D01_S003,Industria,49
2021,Arafo,20210101_38004_D01_S003,No consta,0
2021,Arafo,20210101_38004_D01_S003,Servicios,617
2021,Arico,20210101_38005_D01_S001,"Agricultura, ganadería y pesca",56
2021,Arico,20210101_38005_D01_S001,Construcción,20
2021,Arico,20210101_38005_D01_S001,Industria,30
2021,Arico,20210101_38005_D01_S001,No consta,0
2021,Arico,20210101_38005_D01_S001,Servicios,176
2021,Arico,20210101_38005_D01_S002,"Agricultura, ganadería y pesca",37
2021,Arico,20210101_38005_D01_S002,Construcción,11
2021,Arico,20210101_38005_D01_S002,Industria,37
2021,Arico,20210101_38005_D01_S002,No consta,0
2021,Arico,20210101_38005_D01_S002,Servicios,184
2021,Arico,20210101_38005_D01_S003,"Agricultura, ganadería y pesca",46
2021,Arico,20210101_38005_D01_S003,Construcción,31
2021,Arico,20210101_38005_D01_S003,Industria,42
2021,Arico,20210101_38005_D01_S003,No consta,0
2021,Arico,20210101_38005_D01_S003,Servicios,314
2021,Arico,20210101_38005_D01_S004,"Agricultura, ganadería y pesca",40
2021,Arico,20210101_38005_D01_S004,Construcción,69
2021,Arico,20210101_38005_D01_S004,Industria,94
2021,Arico,20210101_38005_D01_S004,No consta,0
2021,Arico,20210101_38005_D01_S004,Servicios,852
2021,Arico,20210101_38005_D01_S005,"Agricultura, ganadería y pesca",72
2021,Arico,20210101_38005_D01_S005,Construcción,80
2021,Arico,20210101_38005_D01_S005,Industria,87
2021,Arico,20210101_38005_D01_S005,No consta,0
2021,Arico,20210101_38005_D01_S005,Servicios,574
2021,Arico,20210101_38005_D01_S006,"Agricultura, ganadería y pesca",33
2021,Arico,20210101_38005_D01_S006,Construcción,14
2021,Arico,20210101_38005_D01_S006,Industria,40
2021,Arico,20210101_38005_D01_S006,No consta,0
2021,Arico,20210101_38005_D01_S006,Servicios,176
2021,Arona,20210101_38006_D01_S001,"Agricultura, ganadería y pesca",10
2021,Arona,20210101_38006_D01_S001,Construcción,36
2021,Arona,20210101_38006_D01_S001,Industria,36
2021,Arona,20210101_38006_D01_S001,No consta,0
2021,Arona,20210101_38006_D01_S001,Servicios,397
2021,Arona,20210101_38006_D01_S002,"Agricultura, ganadería y pesca",13
2021,Arona,20210101_38006_D01_S002,Construcción,40
2021,Arona,20210101_38006_D01_S002,Industria,27
2021,Arona,20210101_38006_D01_S002,No consta,0
2021,Arona,20210101_38006_D01_S002,Servicios,583
2021,Arona,20210101_38006_D01_S003,"Agricultura, ganadería y pesca",14
2021,Arona,20210101_38006_D01_S003,Construcción,84
2021,Arona,20210101_38006_D01_S003,Industria,50
2021,Arona,20210101_38006_D01_S003,No consta,0
2021,Arona,20210101_38006_D01_S003,Servicios,983
2021,Arona,20210101_38006_D01_S004,"Agricultura, ganadería y pesca",19
2021,Arona,20210101_38006_D01_S004,Construcción,69
2021,Arona,20210101_38006_D01_S004,Industria,37
2021,Arona,20210101_38006_D01_S004,No consta,0
2021,Arona,20210101_38006_D01_S004,Servicios,834
2021,Arona,20210101_38006_D01_S005,"Agricultura, ganadería y pesca",15
2021,Arona,20210101_38006_D01_S005,Construcción,34
2021,Arona,20210101_38006_D01_S005,Industria,18
2021,Arona,20210101_38006_D01_S005,No consta,0
2021,Arona,20210101_38006_D01_S005,Servicios,717
2021,Arona,20210101_38006_D01_S006,"Agricultura, ganadería y pesca",7
2021,Arona,20210101_38006_D01_S006,Construcción,20
2021,Arona,20210101_38006_D01_S006,Industria,14
2021,Arona,20210101_38006_D01_S006,No consta,0
2021,Arona,20210101_38006_D01_S006,Servicios,568
2021,Arona,20210101_38006_D01_S007,"Agricultura, ganadería y pesca",73
2021,Arona,20210101_38006_D01_S007,Construcción,48
2021,Arona,20210101_38006_D01_S007,Industria,12
2021,Arona,20210101_38006_D01_S007,No consta,0
2021,Arona,20210101_38006_D01_S007,Servicios,542
2021,Arona,20210101_38006_D01_S008,"Agricultura, ganadería y pesca",46
2021,Arona,20210101_38006_D01_S008,Construcción,37
2021,Arona,20210101_38006_D01_S008,Industria,13
2021,Arona,20210101_38006_D01_S008,No consta,0
2021,Arona,20210101_38006_D01_S008,Servicios,630
2021,Arona,20210101_38006_D01_S009,"Agricultura, ganadería y pesca",12
2021,Arona,20210101_38006_D01_S009,Construcción,62
2021,Arona,20210101_38006_D01_S009,Industria,37
2021,Arona,20210101_38006_D01_S009,No consta,0
2021,Arona,20210101_38006_D01_S009,Servicios,922
2021,Arona,20210101_38006_D01_S010,"Agricultura, ganadería y pesca",10
2021,Arona,20210101_38006_D01_S010,Construcción,59
2021,Arona,20210101_38006_D01_S010,Industria,55
2021,Arona,20210101_38006_D01_S010,No consta,0
2021,Arona,20210101_38006_D01_S010,Servicios,768
2021,Arona,20210101_38006_D01_S011,"Agricultura, ganadería y pesca",13
2021,Arona,20210101_38006_D01_S011,Construcción,39
2021,Arona,20210101_38006_D01_S011,Industria,28
2021,Arona,20210101_38006_D01_S011,No consta,1
2021,Arona,20210101_38006_D01_S011,Servicios,1306
2021,Arona,20210101_38006_D01_S012,"Agricultura, ganadería y pesca",7
2021,Arona,20210101_38006_D01_S012,Construcción,23
2021,Arona,20210101_38006_D01_S012,Industria,24
2021,Arona,20210101_38006_D01_S012,No consta,0
2021,Arona,20210101_38006_D01_S012,Servicios,379
2021,Arona,20210101_38006_D01_S013,"Agricultura, ganadería y pesca",90
2021,Arona,20210101_38006_D01_S013,Construcción,66
2021,Arona,20210101_38006_D01_S013,Industria,36
2021,Arona,20210101_38006_D01_S013,No consta,0
2021,Arona,20210101_38006_D01_S013,Servicios,788
2021,Arona,20210101_38006_D01_S014,"Agricultura, ganadería y pesca",15
2021,Arona,20210101_38006_D01_S014,Construcción,25
2021,Arona,20210101_38006_D01_S014,Industria,19
2021,Arona,20210101_38006_D01_S014,No consta,0
2021,Arona,20210101_38006_D01_S014,Servicios,936
2021,Arona,20210101_38006_D01_S015,"Agricultura, ganadería y pesca",6
2021,Arona,20210101_38006_D01_S015,Construcción,22
2021,Arona,20210101_38006_D01_S015,Industria,14
2021,Arona,20210101_38006_D01_S015,No consta,1
2021,Arona,20210101_38006_D01_S015,Servicios,897
2021,Arona,20210101_38006_D01_S016,"Agricultura, ganadería y pesca",15
2021,Arona,20210101_38006_D01_S016,Construcción,91
2021,Arona,20210101_38006_D01_S016,Industria,45
2021,Arona,20210101_38006_D01_S016,No consta,0
2021,Arona,20210101_38006_D01_S016,Servicios,1227
2021,Arona,20210101_38006_D01_S017,"Agricultura, ganadería y pesca",10
2021,Arona,20210101_38006_D01_S017,Construcción,9
2021,Arona,20210101_38006_D01_S017,Industria,4
2021,Arona,20210101_38006_D01_S017,No consta,0
2021,Arona,20210101_38006_D01_S017,Servicios,289
2021,Arona,20210101_38006_D01_S018,"Agricultura, ganadería y pesca",37
2021,Arona,20210101_38006_D01_S018,Construcción,82
2021,Arona,20210101_38006_D01_S018,Industria,48
2021,Arona,20210101_38006_D01_S018,No consta,0
2021,Arona,20210101_38006_D01_S018,Servicios,1404
2021,Arona,20210101_38006_D01_S019,"Agricultura, ganadería y pesca",4
2021,Arona,20210101_38006_D01_S019,Construcción,17
2021,Arona,20210101_38006_D01_S019,Industria,15
2021,Arona,20210101_38006_D01_S019,No consta,0
2021,Arona,20210101_38006_D01_S019,Servicios,533
2021,Arona,20210101_38006_D01_S020,"Agricultura, ganadería y pesca",4
2021,Arona,20210101_38006_D01_S020,Construcción,43
2021,Arona,20210101_38006_D01_S020,Industria,16
2021,Arona,20210101_38006_D01_S020,No consta,0
2021,Arona,20210101_38006_D01_S020,Servicios,1072
2021,Arona,20210101_38006_D01_S021,"Agricultura, ganadería y pesca",67
2021,Arona,20210101_38006_D01_S021,Construcción,55
2021,Arona,20210101_38006_D01_S021,Industria,43
2021,Arona,20210101_38006_D01_S021,No consta,0
2021,Arona,20210101_38006_D01_S021,Servicios,685
2021,Arona,20210101_38006_D01_S022,"Agricultura, ganadería y pesca",24
2021,Arona,20210101_38006_D01_S022,Construcción,57
2021,Arona,20210101_38006_D01_S022,Industria,38
2021,Arona,20210101_38006_D01_S022,No consta,0
2021,Arona,20210101_38006_D01_S022,Servicios,857
2021,Arona,20210101_38006_D01_S023,"Agricultura, ganadería y pesca",48
2021,Arona,20210101_38006_D01_S023,Construcción,57
2021,Arona,20210101_38006_D01_S023,Industria,26
2021,Arona,20210101_38006_D01_S023,No consta,1
2021,Arona,20210101_38006_D01_S023,Servicios,701
2021,Arona,20210101_38006_D01_S024,"Agricultura, ganadería y pesca",12
2021,Arona,20210101_38006_D01_S024,Construcción,64
2021,Arona,20210101_38006_D01_S024,Industria,25
2021,Arona,20210101_38006_D01_S024,No consta,1
2021,Arona,20210101_38006_D01_S024,Servicios,715
2021,Arona,20210101_38006_D01_S025,"Agricultura, ganadería y pesca",6
2021,Arona,20210101_38006_D01_S025,Construcción,35
2021,Arona,20210101_38006_D01_S025,Industria,23
2021,Arona,20210101_38006_D01_S025,No consta,0
2021,Arona,20210101_38006_D01_S025,Servicios,521
2021,Arona,20210101_38006_D01_S026,"Agricultura, ganadería y pesca",11
2021,Arona,20210101_38006_D01_S026,Construcción,65
2021,Arona,20210101_38006_D01_S026,Industria,35
2021,Arona,20210101_38006_D01_S026,No consta,0
2021,Arona,20210101_38006_D01_S026,Servicios,1177
2021,Arona,20210101_38006_D01_S027,"Agricultura, ganadería y pesca",19
2021,Arona,20210101_38006_D01_S027,Construcción,67
2021,Arona,20210101_38006_D01_S027,Industria,42
2021,Arona,20210101_38006_D01_S027,No consta,0
2021,Arona,20210101_38006_D01_S027,Servicios,858
2021,Arona,20210101_38006_D01_S028,"Agricultura, ganadería y pesca",47
2021,Arona,20210101_38006_D01_S028,Construcción,46
2021,Arona,20210101_38006_D01_S028,Industria,36
2021,Arona,20210101_38006_D01_S028,No consta,0
2021,Arona,20210101_38006_D01_S028,Servicios,651
2021,Arona,20210101_38006_D01_S029,"Agricultura, ganadería y pesca",57
2021,Arona,20210101_38006_D01_S029,Construcción,30
2021,Arona,20210101_38006_D01_S029,Industria,13
2021,Arona,20210101_38006_D01_S029,No consta,1
2021,Arona,20210101_38006_D01_S029,Servicios,379
2021,Arona,20210101_38006_D01_S030,"Agricultura, ganadería y pesca",18
2021,Arona,20210101_38006_D01_S030,Construcción,53
2021,Arona,20210101_38006_D01_S030,Industria,21
2021,Arona,20210101_38006_D01_S030,No consta,0
2021,Arona,20210101_38006_D01_S030,Servicios,824
2021,Arona,20210101_38006_D01_S031,"Agricultura, ganadería y pesca",77
2021,Arona,20210101_38006_D01_S031,Construcción,60
2021,Arona,20210101_38006_D01_S031,Industria,22
2021,Arona,20210101_38006_D01_S031,No consta,0
2021,Arona,20210101_38006_D01_S031,Servicios,570
2021,Arona,20210101_38006_D01_S032,"Agricultura, ganadería y pesca",9
2021,Arona,20210101_38006_D01_S032,Construcción,52
2021,Arona,20210101_38006_D01_S032,Industria,25
2021,Arona,20210101_38006_D01_S032,No consta,0
2021,Arona,20210101_38006_D01_S032,Servicios,679
2021,Arona,20210101_38006_D01_S033,"Agricultura, ganadería y pesca",5
2021,Arona,20210101_38006_D01_S033,Construcción,55
2021,Arona,20210101_38006_D01_S033,Industria,19
2021,Arona,20210101_38006_D01_S033,No consta,0
2021,Arona,20210101_38006_D01_S033,Servicios,774
2021,Arona,20210101_38006_D01_S034,"Agricultura, ganadería y pesca",42
2021,Arona,20210101_38006_D01_S034,Construcción,34
2021,Arona,20210101_38006_D01_S034,Industria,19
2021,Arona,20210101_38006_D01_S034,No consta,1
2021,Arona,20210101_38006_D01_S034,Servicios,379
2021,Barlovento,20210101_38007_D01_S001,"Agricultura, ganadería y pesca",59
2021,Barlovento,20210101_38007_D01_S001,Construcción,42
2021,Barlovento,20210101_38007_D01_S001,Industria,21
2021,Barlovento,20210101_38007_D01_S001,No consta,4
2021,Barlovento,20210101_38007_D01_S001,Servicios,391
2021,Barlovento,20210101_38007_D01_S002,"Agricultura, ganadería y pesca",27
2021,Barlovento,20210101_38007_D01_S002,Construcción,29
2021,Barlovento,20210101_38007_D01_S002,Industria,21
2021,Barlovento,20210101_38007_D01_S002,No consta,1
2021,Barlovento,20210101_38007_D01_S002,Servicios,137
2021,Breña Alta,20210101_38008_D01_S001,"Agricultura, ganadería y pesca",17
2021,Breña Alta,20210101_38008_D01_S001,Construcción,33
2021,Breña Alta,20210101_38008_D01_S001,Industria,19
2021,Breña Alta,20210101_38008_D01_S001,No consta,0
2021,Breña Alta,20210101_38008_D01_S001,Servicios,440
2021,Breña Alta,20210101_38008_D01_S002,"Agricultura, ganadería y pesca",23
2021,Breña Alta,20210101_38008_D01_S002,Construcción,85
2021,Breña Alta,20210101_38008_D01_S002,Industria,40
2021,Breña Alta,20210101_38008_D01_S002,No consta,3
2021,Breña Alta,20210101_38008_D01_S002,Servicios,686
2021,Breña Alta,20210101_38008_D01_S003,"Agricultura, ganadería y pesca",24
2021,Breña Alta,20210101_38008_D01_S003,Construcción,68
2021,Breña Alta,20210101_38008_D01_S003,Industria,41
2021,Breña Alta,20210101_38008_D01_S003,No consta,3
2021,Breña Alta,20210101_38008_D01_S003,Servicios,810
2021,Breña Alta,20210101_38008_D01_S004,"Agricultura, ganadería y pesca",21
2021,Breña Alta,20210101_38008_D01_S004,Construcción,57
2021,Breña Alta,20210101_38008_D01_S004,Industria,34
2021,Breña Alta,20210101_38008_D01_S004,No consta,0
2021,Breña Alta,20210101_38008_D01_S004,Servicios,574
2021,Breña Baja,20210101_38009_D01_S001,"Agricultura, ganadería y pesca",28
2021,Breña Baja,20210101_38009_D01_S001,Construcción,54
2021,Breña Baja,20210101_38009_D01_S001,Industria,29
2021,Breña Baja,20210101_38009_D01_S001,No consta,0
2021,Breña Baja,20210101_38009_D01_S001,Servicios,779
2021,Breña Baja,20210101_38009_D01_S002,"Agricultura, ganadería y pesca",31
2021,Breña Baja,20210101_38009_D01_S002,Construcción,61
2021,Breña Baja,20210101_38009_D01_S002,Industria,38
2021,Breña Baja,20210101_38009_D01_S002,No consta,0
2021,Breña Baja,20210101_38009_D01_S002,Servicios,689
2021,Breña Baja,20210101_38009_D01_S003,"Agricultura, ganadería y pesca",4
2021,Breña Baja,20210101_38009_D01_S003,Construcción,20
2021,Breña Baja,20210101_38009_D01_S003,Industria,9
2021,Breña Baja,20210101_38009_D01_S003,No consta,0
2021,Breña Baja,20210101_38009_D01_S003,Servicios,340
2021,Breña Baja,20210101_38009_D01_S004,"Agricultura, ganadería y pesca",17
2021,Breña Baja,20210101_38009_D01_S004,Construcción,24
2021,Breña Baja,20210101_38009_D01_S004,Industria,23
2021,Breña Baja,20210101_38009_D01_S004,No consta,0
2021,Breña Baja,20210101_38009_D01_S004,Servicios,315
2021,Buenavista del Norte,20210101_38010_D01_S001,"Agricultura, ganadería y pesca",94
2021,Buenavista del Norte,20210101_38010_D01_S001,Construcción,18
2021,Buenavista del Norte,20210101_38010_D01_S001,Industria,16
2021,Buenavista del Norte,20210101_38010_D01_S001,No consta,1
2021,Buenavista del Norte,20210101_38010_D01_S001,Servicios,320
2021,Buenavista del Norte,20210101_38010_D01_S002,"Agricultura, ganadería y pesca",30
2021,Buenavista del Norte,20210101_38010_D01_S002,Construcción,22
2021,Buenavista del Norte,20210101_38010_D01_S002,Industria,4
2021,Buenavista del Norte,20210101_38010_D01_S002,No consta,0
2021,Buenavista del Norte,20210101_38010_D01_S002,Servicios,183
2021,Buenavista del Norte,20210101_38010_D01_S003,"Agricultura, ganadería y pesca",100
2021,Buenavista del Norte,20210101_38010_D01_S003,Construcción,15
2021,Buenavista del Norte,20210101_38010_D01_S003,Industria,10
2021,Buenavista del Norte,20210101_38010_D01_S003,No consta,0
2021,Buenavista del Norte,20210101_38010_D01_S003,Servicios,342
2021,Buenavista del Norte,20210101_38010_D01_S004,"Agricultura, ganadería y pesca",96
2021,Buenavista del Norte,20210101_38010_D01_S004,Construcción,23
2021,Buenavista del Norte,20210101_38010_D01_S004,Industria,19
2021,Buenavista del Norte,20210101_38010_D01_S004,No consta,0
2021,Buenavista del Norte,20210101_38010_D01_S004,Servicios,355
2021,Candelaria,20210101_38011_D01_S001,"Agricultura, ganadería y pesca",18
2021,Candelaria,20210101_38011_D01_S001,Construcción,41
2021,Candelaria,20210101_38011_D01_S001,Industria,45
2021,Candelaria,20210101_38011_D01_S001,No consta,1
2021,Candelaria,20210101_38011_D01_S001,Servicios,706
2021,Candelaria,20210101_38011_D01_S002,"Agricultura, ganadería y pesca",3
2021,Candelaria,20210101_38011_D01_S002,Construcción,27
2021,Candelaria,20210101_38011_D01_S002,Industria,44
2021,Candelaria,20210101_38011_D01_S002,No consta,0
2021,Candelaria,20210101_38011_D01_S002,Servicios,495
2021,Candelaria,20210101_38011_D01_S003,"Agricultura, ganadería y pesca",19
2021,Candelaria,20210101_38011_D01_S003,Construcción,67
2021,Candelaria,20210101_38011_D01_S003,Industria,55
2021,Candelaria,20210101_38011_D01_S003,No consta,1
2021,Candelaria,20210101_38011_D01_S003,Servicios,965
2021,Candelaria,20210101_38011_D01_S004,"Agricultura, ganadería y pesca",6
2021,Candelaria,20210101_38011_D01_S004,Construcción,21
2021,Candelaria,20210101_38011_D01_S004,Industria,35
2021,Candelaria,20210101_38011_D01_S004,No consta,0
2021,Candelaria,20210101_38011_D01_S004,Servicios,520
2021,Candelaria,20210101_38011_D01_S005,"Agricultura, ganadería y pesca",4
2021,Candelaria,20210101_38011_D01_S005,Construcción,23
2021,Candelaria,20210101_38011_D01_S005,Industria,22
2021,Candelaria,20210101_38011_D01_S005,No consta,0
2021,Candelaria,20210101_38011_D01_S005,Servicios,387
2021,Candelaria,20210101_38011_D01_S006,"Agricultura, ganadería y pesca",2
2021,Candelaria,20210101_38011_D01_S006,Construcción,39
2021,Candelaria,20210101_38011_D01_S006,Industria,47
2021,Candelaria,20210101_38011_D01_S006,No consta,0
2021,Candelaria,20210101_38011_D01_S006,Servicios,813
2021,Candelaria,20210101_38011_D01_S007,"Agricultura, ganadería y pesca",8
2021,Candelaria,20210101_38011_D01_S007,Construcción,39
2021,Candelaria,20210101_38011_D01_S007,Industria,51
2021,Candelaria,20210101_38011_D01_S007,No consta,1
2021,Candelaria,20210101_38011_D01_S007,Servicios,919
2021,Candelaria,20210101_38011_D01_S008,"Agricultura, ganadería y pesca",3
2021,Candelaria,20210101_38011_D01_S008,Construcción,17
2021,Candelaria,20210101_38011_D01_S008,Industria,35
2021,Candelaria,20210101_38011_D01_S008,No consta,0
2021,Candelaria,20210101_38011_D01_S008,Servicios,418
2021,Candelaria,20210101_38011_D01_S009,"Agricultura, ganadería y pesca",2
2021,Candelaria,20210101_38011_D01_S009,Construcción,22
2021,Candelaria,20210101_38011_D01_S009,Industria,29
2021,Candelaria,20210101_38011_D01_S009,No consta,0
2021,Candelaria,20210101_38011_D01_S009,Servicios,400
2021,Candelaria,20210101_38011_D01_S010,"Agricultura, ganadería y pesca",2
2021,Candelaria,20210101_38011_D01_S010,Construcción,27
2021,Candelaria,20210101_38011_D01_S010,Industria,24
2021,Candelaria,20210101_38011_D01_S010,No consta,0
2021,Candelaria,20210101_38011_D01_S010,Servicios,440
2021,Candelaria,20210101_38011_D01_S011,"Agricultura, ganadería y pesca",3
2021,Candelaria,20210101_38011_D01_S011,Construcción,30
2021,Candelaria,20210101_38011_D01_S011,Industria,43
2021,Candelaria,20210101_38011_D01_S011,No consta,0
2021,Candelaria,20210101_38011_D01_S011,Servicios,670
2021,Candelaria,20210101_38011_D01_S012,"Agricultura, ganadería y pesca",7
2021,Candelaria,20210101_38011_D01_S012,Construcción,26
2021,Candelaria,20210101_38011_D01_S012,Industria,37
2021,Candelaria,20210101_38011_D01_S012,No consta,0
2021,Candelaria,20210101_38011_D01_S012,Servicios,575
2021,Candelaria,20210101_38011_D02_S001,"Agricultura, ganadería y pesca",17
2021,Candelaria,20210101_38011_D02_S001,Construcción,38
2021,Candelaria,20210101_38011_D02_S001,Industria,53
2021,Candelaria,20210101_38011_D02_S001,No consta,0
2021,Candelaria,20210101_38011_D02_S001,Servicios,617
2021,Candelaria,20210101_38011_D02_S002,"Agricultura, ganadería y pesca",9
2021,Candelaria,20210101_38011_D02_S002,Construcción,34
2021,Candelaria,20210101_38011_D02_S002,Industria,49
2021,Candelaria,20210101_38011_D02_S002,No consta,0
2021,Candelaria,20210101_38011_D02_S002,Servicios,569
2021,Candelaria,20210101_38011_D02_S003,"Agricultura, ganadería y pesca",15
2021,Candelaria,20210101_38011_D02_S003,Construcción,59
2021,Candelaria,20210101_38011_D02_S003,Industria,64
2021,Candelaria,20210101_38011_D02_S003,No consta,0
2021,Candelaria,20210101_38011_D02_S003,Servicios,699
2021,Candelaria,20210101_38011_D02_S004,"Agricultura, ganadería y pesca",4
2021,Candelaria,20210101_38011_D02_S004,Construcción,50
2021,Candelaria,20210101_38011_D02_S004,Industria,48
2021,Candelaria,20210101_38011_D02_S004,No consta,0
2021,Candelaria,20210101_38011_D02_S004,Servicios,511
