año,municipio,geocode,Actividad económica,num_casos
2021,Santa Cruz de Tenerife,20210101_38038_D09_S018,Industria,11
2021,Santa Cruz de Tenerife,20210101_38038_D09_S018,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D09_S018,Servicios,184
2021,Santa Cruz de Tenerife,20210101_38038_D09_S019,"Agricultura, ganadería y pesca",5
2021,Santa Cruz de Tenerife,20210101_38038_D09_S019,Construcción,25
2021,Santa Cruz de Tenerife,20210101_38038_D09_S019,Industria,18
2021,Santa Cruz de Tenerife,20210101_38038_D09_S019,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D09_S019,Servicios,481
2021,Santa Cruz de Tenerife,20210101_38038_D09_S021,"Agricultura, ganadería y pesca",1
2021,Santa Cruz de Tenerife,20210101_38038_D09_S021,Construcción,21
2021,Santa Cruz de Tenerife,20210101_38038_D09_S021,Industria,15
2021,Santa Cruz de Tenerife,20210101_38038_D09_S021,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D09_S021,Servicios,226
2021,Santa Cruz de Tenerife,20210101_38038_D09_S022,"Agricultura, ganadería y pesca",4
2021,Santa Cruz de Tenerife,20210101_38038_D09_S022,Construcción,18
2021,Santa Cruz de Tenerife,20210101_38038_D09_S022,Industria,20
2021,Santa Cruz de Tenerife,20210101_38038_D09_S022,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D09_S022,Servicios,358
2021,Santa Cruz de Tenerife,20210101_38038_D10_S001,"Agricultura, ganadería y pesca",0
2021,Santa Cruz de Tenerife,20210101_38038_D10_S001,Construcción,17
2021,Santa Cruz de Tenerife,20210101_38038_D10_S001,Industria,21
2021,Santa Cruz de Tenerife,20210101_38038_D10_S001,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D10_S001,Servicios,217
2021,Santa Cruz de Tenerife,20210101_38038_D10_S002,"Agricultura, ganadería y pesca",0
2021,Santa Cruz de Tenerife,20210101_38038_D10_S002,Construcción,21
2021,Santa Cruz de Tenerife,20210101_38038_D10_S002,Industria,15
2021,Santa Cruz de Tenerife,20210101_38038_D10_S002,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D10_S002,Servicios,282
2021,Santa Cruz de Tenerife,20210101_38038_D10_S003,"Agricultura, ganadería y pesca",4
2021,Santa Cruz de Tenerife,20210101_38038_D10_S003,Construcción,19
2021,Santa Cruz de Tenerife,20210101_38038_D10_S003,Industria,12
2021,Santa Cruz de Tenerife,20210101_38038_D10_S003,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D10_S003,Servicios,320
2021,Santa Cruz de Tenerife,20210101_38038_D10_S004,"Agricultura, ganadería y pesca",0
2021,Santa Cruz de Tenerife,20210101_38038_D10_S004,Construcción,10
2021,Santa Cruz de Tenerife,20210101_38038_D10_S004,Industria,14
2021,Santa Cruz de Tenerife,20210101_38038_D10_S004,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D10_S004,Servicios,185
2021,Santa Cruz de Tenerife,20210101_38038_D10_S005,"Agricultura, ganadería y pesca",2
2021,Santa Cruz de Tenerife,20210101_38038_D10_S005,Construcción,18
2021,Santa Cruz de Tenerife,20210101_38038_D10_S005,Industria,9
2021,Santa Cruz de Tenerife,20210101_38038_D10_S005,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D10_S005,Servicios,223
2021,Santa Cruz de Tenerife,20210101_38038_D10_S006,"Agricultura, ganadería y pesca",5
2021,Santa Cruz de Tenerife,20210101_38038_D10_S006,Construcción,20
2021,Santa Cruz de Tenerife,20210101_38038_D10_S006,Industria,26
2021,Santa Cruz de Tenerife,20210101_38038_D10_S006,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D10_S006,Servicios,492
2021,Santa Cruz de Tenerife,20210101_38038_D10_S007,"Agricultura, ganadería y pesca",4
2021,Santa Cruz de Tenerife,20210101_38038_D10_S007,Construcción,16
2021,Santa Cruz de Tenerife,20210101_38038_D10_S007,Industria,11
2021,Santa Cruz de Tenerife,20210101_38038_D10_S007,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D10_S007,Servicios,264
2021,Santa Cruz de Tenerife,20210101_38038_D10_S008,"Agricultura, ganadería y pesca",3
2021,Santa Cruz de Tenerife,20210101_38038_D10_S008,Construcción,17
2021,Santa Cruz de Tenerife,20210101_38038_D10_S008,Industria,18
2021,Santa Cruz de Tenerife,20210101_38038_D10_S008,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D10_S008,Servicios,295
2021,Santa Cruz de Tenerife,20210101_38038_D10_S009,"Agricultura, ganadería y pesca",3
2021,Santa Cruz de Tenerife,20210101_38038_D10_S009,Construcción,18
2021,Santa Cruz de Tenerife,20210101_38038_D10_S009,Industria,15
2021,Santa Cruz de Tenerife,20210101_38038_D10_S009,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D10_S009,Servicios,284
2021,Santa Cruz de Tenerife,20210101_38038_D10_S010,"Agricultura, ganadería y pesca",3
2021,Santa Cruz de Tenerife,20210101_38038_D10_S010,Construcción,10
2021,Santa Cruz de Tenerife,20210101_38038_D10_S010,Industria,10
2021,Santa Cruz de Tenerife,20210101_38038_D10_S010,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D10_S010,Servicios,194
2021,Santa Cruz de Tenerife,20210101_38038_D10_S011,"Agricultura, ganadería y pesca",2
2021,Santa Cruz de Tenerife,20210101_38038_D10_S011,Construcción,13
2021,Santa Cruz de Tenerife,20210101_38038_D10_S011,Industria,16
2021,Santa Cruz de Tenerife,20210101_38038_D10_S011,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D10_S011,Servicios,464
2021,Santa Cruz de Tenerife,20210101_38038_D10_S012,"Agricultura, ganadería y pesca",5
2021,Santa Cruz de Tenerife,20210101_38038_D10_S012,Construcción,20
2021,Santa Cruz de Tenerife,20210101_38038_D10_S012,Industria,18
2021,Santa Cruz de Tenerife,20210101_38038_D10_S012,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D10_S012,Servicios,277
2021,Santa Cruz de Tenerife,20210101_38038_D10_S013,"Agricultura, ganadería y pesca",3
2021,Santa Cruz de Tenerife,20210101_38038_D10_S013,Construcción,9
2021,Santa Cruz de Tenerife,20210101_38038_D10_S013,Industria,10
2021,Santa Cruz de Tenerife,20210101_38038_D10_S013,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D10_S013,Servicios,169
2021,Santa Cruz de Tenerife,20210101_38038_D10_S014,"Agricultura, ganadería y pesca",1
2021,Santa Cruz de Tenerife,20210101_38038_D10_S014,Construcción,26
2021,Santa Cruz de Tenerife,20210101_38038_D10_S014,Industria,11
2021,Santa Cruz de Tenerife,20210101_38038_D10_S014,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D10_S014,Servicios,302
2021,Santa Cruz de Tenerife,20210101_38038_D10_S015,"Agricultura, ganadería y pesca",1
2021,Santa Cruz de Tenerife,20210101_38038_D10_S015,Construcción,15
2021,Santa Cruz de Tenerife,20210101_38038_D10_S015,Industria,18
2021,Santa Cruz de Tenerife,20210101_38038_D10_S015,No consta,1
2021,Santa Cruz de Tenerife,20210101_38038_D10_S015,Servicios,410
2021,Santa Cruz de Tenerife,20210101_38038_D10_S016,"Agricultura, ganadería y pesca",0
2021,Santa Cruz de Tenerife,20210101_38038_D10_S016,Construcción,21
2021,Santa Cruz de Tenerife,20210101_38038_D10_S016,Industria,19
2021,Santa Cruz de Tenerife,20210101_38038_D10_S016,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D10_S016,Servicios,395
2021,Santa Cruz de Tenerife,20210101_38038_D11_S001,"Agricultura, ganadería y pesca",4
2021,Santa Cruz de Tenerife,20210101_38038_D11_S001,Construcción,40
2021,Santa Cruz de Tenerife,20210101_38038_D11_S001,Industria,33
2021,Santa Cruz de Tenerife,20210101_38038_D11_S001,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S001,Servicios,510
2021,Santa Cruz de Tenerife,20210101_38038_D11_S002,"Agricultura, ganadería y pesca",8
2021,Santa Cruz de Tenerife,20210101_38038_D11_S002,Construcción,42
2021,Santa Cruz de Tenerife,20210101_38038_D11_S002,Industria,55
2021,Santa Cruz de Tenerife,20210101_38038_D11_S002,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S002,Servicios,662
2021,Santa Cruz de Tenerife,20210101_38038_D11_S003,"Agricultura, ganadería y pesca",3
2021,Santa Cruz de Tenerife,20210101_38038_D11_S003,Construcción,55
2021,Santa Cruz de Tenerife,20210101_38038_D11_S003,Industria,56
2021,Santa Cruz de Tenerife,20210101_38038_D11_S003,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S003,Servicios,1035
2021,Santa Cruz de Tenerife,20210101_38038_D11_S004,"Agricultura, ganadería y pesca",7
2021,Santa Cruz de Tenerife,20210101_38038_D11_S004,Construcción,51
2021,Santa Cruz de Tenerife,20210101_38038_D11_S004,Industria,53
2021,Santa Cruz de Tenerife,20210101_38038_D11_S004,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S004,Servicios,658
2021,Santa Cruz de Tenerife,20210101_38038_D11_S005,"Agricultura, ganadería y pesca",2
2021,Santa Cruz de Tenerife,20210101_38038_D11_S005,Construcción,35
2021,Santa Cruz de Tenerife,20210101_38038_D11_S005,Industria,43
2021,Santa Cruz de Tenerife,20210101_38038_D11_S005,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S005,Servicios,383
2021,Santa Cruz de Tenerife,20210101_38038_D11_S006,"Agricultura, ganadería y pesca",7
2021,Santa Cruz de Tenerife,20210101_38038_D11_S006,Construcción,48
2021,Santa Cruz de Tenerife,20210101_38038_D11_S006,Industria,41
2021,Santa Cruz de Tenerife,20210101_38038_D11_S006,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S006,Servicios,598
2021,Santa Cruz de Tenerife,20210101_38038_D11_S007,"Agricultura, ganadería y pesca",2
2021,Santa Cruz de Tenerife,20210101_38038_D11_S007,Construcción,34
2021,Santa Cruz de Tenerife,20210101_38038_D11_S007,Industria,21
2021,Santa Cruz de Tenerife,20210101_38038_D11_S007,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S007,Servicios,412
2021,Santa Cruz de Tenerife,20210101_38038_D11_S008,"Agricultura, ganadería y pesca",1
2021,Santa Cruz de Tenerife,20210101_38038_D11_S008,Construcción,30
2021,Santa Cruz de Tenerife,20210101_38038_D11_S008,Industria,32
2021,Santa Cruz de Tenerife,20210101_38038_D11_S008,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S008,Servicios,505
2021,Santa Cruz de Tenerife,20210101_38038_D11_S009,"Agricultura, ganadería y pesca",3
2021,Santa Cruz de Tenerife,20210101_38038_D11_S009,Construcción,25
2021,Santa Cruz de Tenerife,20210101_38038_D11_S009,Industria,20
2021,Santa Cruz de Tenerife,20210101_38038_D11_S009,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S009,Servicios,333
2021,Santa Cruz de Tenerife,20210101_38038_D11_S010,"Agricultura, ganadería y pesca",6
2021,Santa Cruz de Tenerife,20210101_38038_D11_S010,Construcción,37
2021,Santa Cruz de Tenerife,20210101_38038_D11_S010,Industria,29
2021,Santa Cruz de Tenerife,20210101_38038_D11_S010,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S010,Servicios,510
2021,Santa Cruz de Tenerife,20210101_38038_D11_S011,"Agricultura, ganadería y pesca",5
2021,Santa Cruz de Tenerife,20210101_38038_D11_S011,Construcción,17
2021,Santa Cruz de Tenerife,20210101_38038_D11_S011,Industria,6
2021,Santa Cruz de Tenerife,20210101_38038_D11_S011,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S011,Servicios,291
2021,Santa Cruz de Tenerife,20210101_38038_D11_S012,"Agricultura, ganadería y pesca",8
2021,Santa Cruz de Tenerife,20210101_38038_D11_S012,Construcción,27
2021,Santa Cruz de Tenerife,20210101_38038_D11_S012,Industria,22
2021,Santa Cruz de Tenerife,20210101_38038_D11_S012,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S012,Servicios,443
2021,Santa Cruz de Tenerife,20210101_38038_D11_S013,"Agricultura, ganadería y pesca",4
2021,Santa Cruz de Tenerife,20210101_38038_D11_S013,Construcción,44
2021,Santa Cruz de Tenerife,20210101_38038_D11_S013,Industria,40
2021,Santa Cruz de Tenerife,20210101_38038_D11_S013,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S013,Servicios,597
2021,Santa Cruz de Tenerife,20210101_38038_D11_S014,"Agricultura, ganadería y pesca",2
2021,Santa Cruz de Tenerife,20210101_38038_D11_S014,Construcción,22
2021,Santa Cruz de Tenerife,20210101_38038_D11_S014,Industria,29
2021,Santa Cruz de Tenerife,20210101_38038_D11_S014,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S014,Servicios,454
2021,Santa Cruz de Tenerife,20210101_38038_D11_S015,"Agricultura, ganadería y pesca",4
2021,Santa Cruz de Tenerife,20210101_38038_D11_S015,Construcción,42
2021,Santa Cruz de Tenerife,20210101_38038_D11_S015,Industria,39
2021,Santa Cruz de Tenerife,20210101_38038_D11_S015,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S015,Servicios,518
2021,Santa Cruz de Tenerife,20210101_38038_D11_S016,"Agricultura, ganadería y pesca",8
2021,Santa Cruz de Tenerife,20210101_38038_D11_S016,Construcción,17
2021,Santa Cruz de Tenerife,20210101_38038_D11_S016,Industria,18
2021,Santa Cruz de Tenerife,20210101_38038_D11_S016,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S016,Servicios,288
2021,Santa Cruz de Tenerife,20210101_38038_D11_S017,"Agricultura, ganadería y pesca",5
2021,Santa Cruz de Tenerife,20210101_38038_D11_S017,Construcción,24
2021,Santa Cruz de Tenerife,20210101_38038_D11_S017,Industria,19
2021,Santa Cruz de Tenerife,20210101_38038_D11_S017,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S017,Servicios,352
2021,Santa Cruz de Tenerife,20210101_38038_D11_S018,"Agricultura, ganadería y pesca",3
2021,Santa Cruz de Tenerife,20210101_38038_D11_S018,Construcción,24
2021,Santa Cruz de Tenerife,20210101_38038_D11_S018,Industria,36
2021,Santa Cruz de Tenerife,20210101_38038_D11_S018,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S018,Servicios,693
2021,Santa Cruz de Tenerife,20210101_38038_D11_S019,"Agricultura, ganadería y pesca",3
2021,Santa Cruz de Tenerife,20210101_38038_D11_S019,Construcción,29
2021,Santa Cruz de Tenerife,20210101_38038_D11_S019,Industria,25
2021,Santa Cruz de Tenerife,20210101_38038_D11_S019,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S019,Servicios,374
2021,Santa Cruz de Tenerife,20210101_38038_D11_S020,"Agricultura, ganadería y pesca",4
2021,Santa Cruz de Tenerife,20210101_38038_D11_S020,Construcción,38
2021,Santa Cruz de Tenerife,20210101_38038_D11_S020,Industria,26
2021,Santa Cruz de Tenerife,20210101_38038_D11_S020,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S020,Servicios,614
2021,Santa Cruz de Tenerife,20210101_38038_D11_S021,"Agricultura, ganadería y pesca",1
2021,Santa Cruz de Tenerife,20210101_38038_D11_S021,Construcción,29
2021,Santa Cruz de Tenerife,20210101_38038_D11_S021,Industria,63
2021,Santa Cruz de Tenerife,20210101_38038_D11_S021,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D11_S021,Servicios,923
2021,Santa Cruz de Tenerife,20210101_38038_D12_S001,"Agricultura, ganadería y pesca",6
2021,Santa Cruz de Tenerife,20210101_38038_D12_S001,Construcción,57
2021,Santa Cruz de Tenerife,20210101_38038_D12_S001,Industria,36
2021,Santa Cruz de Tenerife,20210101_38038_D12_S001,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D12_S001,Servicios,574
2021,Santa Cruz de Tenerife,20210101_38038_D12_S002,"Agricultura, ganadería y pesca",8
2021,Santa Cruz de Tenerife,20210101_38038_D12_S002,Construcción,46
2021,Santa Cruz de Tenerife,20210101_38038_D12_S002,Industria,66
2021,Santa Cruz de Tenerife,20210101_38038_D12_S002,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D12_S002,Servicios,680
2021,Santa Cruz de Tenerife,20210101_38038_D12_S003,"Agricultura, ganadería y pesca",3
2021,Santa Cruz de Tenerife,20210101_38038_D12_S003,Construcción,15
2021,Santa Cruz de Tenerife,20210101_38038_D12_S003,Industria,22
2021,Santa Cruz de Tenerife,20210101_38038_D12_S003,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D12_S003,Servicios,292
2021,Santa Cruz de Tenerife,20210101_38038_D12_S004,"Agricultura, ganadería y pesca",7
2021,Santa Cruz de Tenerife,20210101_38038_D12_S004,Construcción,30
2021,Santa Cruz de Tenerife,20210101_38038_D12_S004,Industria,23
2021,Santa Cruz de Tenerife,20210101_38038_D12_S004,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D12_S004,Servicios,440
2021,Santa Cruz de Tenerife,20210101_38038_D12_S005,"Agricultura, ganadería y pesca",3
2021,Santa Cruz de Tenerife,20210101_38038_D12_S005,Construcción,65
2021,Santa Cruz de Tenerife,20210101_38038_D12_S005,Industria,79
2021,Santa Cruz de Tenerife,20210101_38038_D12_S005,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D12_S005,Servicios,785
2021,Santa Cruz de Tenerife,20210101_38038_D12_S006,"Agricultura, ganadería y pesca",1
2021,Santa Cruz de Tenerife,20210101_38038_D12_S006,Construcción,40
2021,Santa Cruz de Tenerife,20210101_38038_D12_S006,Industria,45
2021,Santa Cruz de Tenerife,20210101_38038_D12_S006,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D12_S006,Servicios,586
2021,Santa Cruz de Tenerife,20210101_38038_D12_S007,"Agricultura, ganadería y pesca",2
2021,Santa Cruz de Tenerife,20210101_38038_D12_S007,Construcción,21
2021,Santa Cruz de Tenerife,20210101_38038_D12_S007,Industria,31
2021,Santa Cruz de Tenerife,20210101_38038_D12_S007,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D12_S007,Servicios,319
2021,Santa Cruz de Tenerife,20210101_38038_D12_S008,"Agricultura, ganadería y pesca",5
2021,Santa Cruz de Tenerife,20210101_38038_D12_S008,Construcción,51
2021,Santa Cruz de Tenerife,20210101_38038_D12_S008,Industria,53
2021,Santa Cruz de Tenerife,20210101_38038_D12_S008,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D12_S008,Servicios,857
2021,Santa Cruz de Tenerife,20210101_38038_D12_S009,"Agricultura, ganadería y pesca",6
2021,Santa Cruz de Tenerife,20210101_38038_D12_S009,Construcción,49
2021,Santa Cruz de Tenerife,20210101_38038_D12_S009,Industria,79
2021,Santa Cruz de Tenerife,20210101_38038_D12_S009,No consta,1
2021,Santa Cruz de Tenerife,20210101_38038_D12_S009,Servicios,883
2021,Santa Cruz de Tenerife,20210101_38038_D12_S010,"Agricultura, ganadería y pesca",5
2021,Santa Cruz de Tenerife,20210101_38038_D12_S010,Construcción,31
2021,Santa Cruz de Tenerife,20210101_38038_D12_S010,Industria,36
2021,Santa Cruz de Tenerife,20210101_38038_D12_S010,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D12_S010,Servicios,653
2021,Santa Cruz de Tenerife,20210101_38038_D12_S011,"Agricultura, ganadería y pesca",2
2021,Santa Cruz de Tenerife,20210101_38038_D12_S011,Construcción,47
2021,Santa Cruz de Tenerife,20210101_38038_D12_S011,Industria,40
2021,Santa Cruz de Tenerife,20210101_38038_D12_S011,No consta,0
2021,Santa Cruz de Tenerife,20210101_38038_D12_S011,Servicios,691
2021,Santa Cruz de la Palma,20210101_38037_D01_S001,"Agricultura, ganadería y pesca",17
2021,Santa Cruz de la Palma,20210101_38037_D01_S001,Construcción,22
2021,Santa Cruz de la Palma,20210101_38037_D01_S001,Industria,12
2021,Santa Cruz de la Palma,20210101_38037_D01_S001,No consta,1
2021,Santa Cruz de la Palma,20210101_38037_D01_S001,Servicios,437
2021,Santa Cruz de la Palma,20210101_38037_D01_S002,"Agricultura, ganadería y pesca",14
2021,Santa Cruz de la Palma,20210101_38037_D01_S002,Construcción,39
2021,Santa Cruz de la Palma,20210101_38037_D01_S002,Industria,13
2021,Santa Cruz de la Palma,20210101_38037_D01_S002,No consta,0
2021,Santa Cruz de la Palma,20210101_38037_D01_S002,Servicios,348
2021,Santa Cruz de la Palma,20210101_38037_D01_S003,"Agricultura, ganadería y pesca",12
2021,Santa Cruz de la Palma,20210101_38037_D01_S003,Construcción,38
2021,Santa Cruz de la Palma,20210101_38037_D01_S003,Industria,19
2021,Santa Cruz de la Palma,20210101_38037_D01_S003,No consta,0
2021,Santa Cruz de la Palma,20210101_38037_D01_S003,Servicios,738
2021,Santa Cruz de la Palma,20210101_38037_D02_S001,"Agricultura, ganadería y pesca",8
2021,Santa Cruz de la Palma,20210101_38037_D02_S001,Construcción,16
2021,Santa Cruz de la Palma,20210101_38037_D02_S001,Industria,5
2021,Santa Cruz de la Palma,20210101_38037_D02_S001,No consta,1
2021,Santa Cruz de la Palma,20210101_38037_D02_S001,Servicios,284
2021,Santa Cruz de la Palma,20210101_38037_D02_S002,"Agricultura, ganadería y pesca",11
2021,Santa Cruz de la Palma,20210101_38037_D02_S002,Construcción,31
2021,Santa Cruz de la Palma,20210101_38037_D02_S002,Industria,20
2021,Santa Cruz de la Palma,20210101_38037_D02_S002,No consta,3
2021,Santa Cruz de la Palma,20210101_38037_D02_S002,Servicios,482
2021,Santa Cruz de la Palma,20210101_38037_D02_S003,"Agricultura, ganadería y pesca",17
2021,Santa Cruz de la Palma,20210101_38037_D02_S003,Construcción,61
2021,Santa Cruz de la Palma,20210101_38037_D02_S003,Industria,33
2021,Santa Cruz de la Palma,20210101_38037_D02_S003,No consta,0
2021,Santa Cruz de la Palma,20210101_38037_D02_S003,Servicios,868
2021,Santa Cruz de la Palma,20210101_38037_D02_S005,"Agricultura, ganadería y pesca",1
2021,Santa Cruz de la Palma,20210101_38037_D02_S005,Construcción,5
2021,Santa Cruz de la Palma,20210101_38037_D02_S005,Industria,2
2021,Santa Cruz de la Palma,20210101_38037_D02_S005,No consta,0
2021,Santa Cruz de la Palma,20210101_38037_D02_S005,Servicios,30
2021,Santa Cruz de la Palma,20210101_38037_D03_S001,"Agricultura, ganadería y pesca",15
2021,Santa Cruz de la Palma,20210101_38037_D03_S001,Construcción,16
2021,Santa Cruz de la Palma,20210101_38037_D03_S001,Industria,11
2021,Santa Cruz de la Palma,20210101_38037_D03_S001,No consta,0
2021,Santa Cruz de la Palma,20210101_38037_D03_S001,Servicios,370
2021,Santa Cruz de la Palma,20210101_38037_D03_S002,"Agricultura, ganadería y pesca",16
2021,Santa Cruz de la Palma,20210101_38037_D03_S002,Construcción,13
2021,Santa Cruz de la Palma,20210101_38037_D03_S002,Industria,23
2021,Santa Cruz de la Palma,20210101_38037_D03_S002,No consta,0
2021,Santa Cruz de la Palma,20210101_38037_D03_S002,Servicios,302
2021,Santa Cruz de la Palma,20210101_38037_D03_S003,"Agricultura, ganadería y pesca",4
2021,Santa Cruz de la Palma,20210101_38037_D03_S003,Construcción,35
2021,Santa Cruz de la Palma,20210101_38037_D03_S003,Industria,27
2021,Santa Cruz de la Palma,20210101_38037_D03_S003,No consta,2
2021,Santa Cruz de la Palma,20210101_38037_D03_S003,Servicios,371
2021,Santa Cruz de la Palma,20210101_38037_D03_S004,"Agricultura, ganadería y pesca",29
2021,Santa Cruz de la Palma,20210101_38037_D03_S004,Construcción,39
2021,Santa Cruz de la Palma,20210101_38037_D03_S004,Industria,24
2021,Santa Cruz de la Palma,20210101_38037_D03_S004,No consta,0
2021,Santa Cruz de la Palma,20210101_38037_D03_S004,Servicios,376
2021,Santa Cruz de la Palma,20210101_38037_D03_S005,"Agricultura, ganadería y pesca",14
2021,Santa Cruz de la Palma,20210101_38037_D03_S005,Construcción,67
2021,Santa Cruz de la Palma,20210101_38037_D03_S005,Industria,32
2021,Santa Cruz de la Palma,20210101_38037_D03_S005,No consta,1
2021,Santa Cruz de la Palma,20210101_38037_D03_S005,Servicios,470
2021,Santa Úrsula,20210101_38039_D01_S001,"Agricultura, ganadería y pesca",12
2021,Santa Úrsula,20210101_38039_D01_S001,Construcción,81
2021,Santa Úrsula,20210101_38039_D01_S001,Industria,38
2021,Santa Úrsula,20210101_38039_D01_S001,No consta,0
2021,Santa Úrsula,20210101_38039_D01_S001,Servicios,567
2021,Santa Úrsula,20210101_38039_D01_S002,"Agricultura, ganadería y pesca",16
2021,Santa Úrsula,20210101_38039_D01_S002,Construcción,83
2021,Santa Úrsula,20210101_38039_D01_S002,Industria,14
2021,Santa Úrsula,20210101_38039_D01_S002,No consta,0
2021,Santa Úrsula,20210101_38039_D01_S002,Servicios,441
2021,Santa Úrsula,20210101_38039_D01_S003,"Agricultura, ganadería y pesca",11
2021,Santa Úrsula,20210101_38039_D01_S003,Construcción,82
2021,Santa Úrsula,20210101_38039_D01_S003,Industria,24
2021,Santa Úrsula,20210101_38039_D01_S003,No consta,1
2021,Santa Úrsula,20210101_38039_D01_S003,Servicios,373
2021,Santa Úrsula,20210101_38039_D01_S004,"Agricultura, ganadería y pesca",6
2021,Santa Úrsula,20210101_38039_D01_S004,Construcción,45
2021,Santa Úrsula,20210101_38039_D01_S004,Industria,32
2021,Santa Úrsula,20210101_38039_D01_S004,No consta,2
2021,Santa Úrsula,20210101_38039_D01_S004,Servicios,625
2021,Santa Úrsula,20210101_38039_D01_S005,"Agricultura, ganadería y pesca",6
2021,Santa Úrsula,20210101_38039_D01_S005,Construcción,52
2021,Santa Úrsula,20210101_38039_D01_S005,Industria,20
2021,Santa Úrsula,20210101_38039_D01_S005,No consta,1
2021,Santa Úrsula,20210101_38039_D01_S005,Servicios,426
2021,Santa Úrsula,20210101_38039_D01_S006,"Agricultura, ganadería y pesca",6
2021,Santa Úrsula,20210101_38039_D01_S006,Construcción,58
2021,Santa Úrsula,20210101_38039_D01_S006,Industria,30
2021,Santa Úrsula,20210101_38039_D01_S006,No consta,1
2021,Santa Úrsula,20210101_38039_D01_S006,Servicios,576
2021,Santa Úrsula,20210101_38039_D01_S007,"Agricultura, ganadería y pesca",6
2021,Santa Úrsula,20210101_38039_D01_S007,Construcción,74
2021,Santa Úrsula,20210101_38039_D01_S007,Industria,42
2021,Santa Úrsula,20210101_38039_D01_S007,No consta,0
2021,Santa Úrsula,20210101_38039_D01_S007,Servicios,617
2021,Santa Úrsula,20210101_38039_D01_S008,"Agricultura, ganadería y pesca",7
2021,Santa Úrsula,20210101_38039_D01_S008,Construcción,46
2021,Santa Úrsula,20210101_38039_D01_S008,Industria,21
2021,Santa Úrsula,20210101_38039_D01_S008,No consta,0
2021,Santa Úrsula,20210101_38039_D01_S008,Servicios,355
2021,Santa Úrsula,20210101_38039_D01_S009,"Agricultura, ganadería y pesca",7
2021,Santa Úrsula,20210101_38039_D01_S009,Construcción,43
2021,Santa Úrsula,20210101_38039_D01_S009,Industria,38
2021,Santa Úrsula,20210101_38039_D01_S009,No consta,0
2021,Santa Úrsula,20210101_38039_D01_S009,Servicios,861
2021,Santiago del Teide,20210101_38040_D01_S001,"Agricultura, ganadería y pesca",19
2021,Santiago del Teide,20210101_38040_D01_S001,Construcción,33
2021,Santiago del Teide,20210101_38040_D01_S001,Industria,35
2021,Santiago del Teide,20210101_38040_D01_S001,No consta,0
2021,Santiago del Teide,20210101_38040_D01_S001,Servicios,450
