año,municipio,geocode,ocupacion,num_casos
2021,"Realejos, Los",20210101_38031_D02_S001,Trabajadores cualificados y oficiales/operarios de nivel bajo,367
2021,"Realejos, Los",20210101_38031_D02_S002,Directores/gerentes y profesionales/técnicos de nivel medio o alto,139
2021,"Realejos, Los",20210101_38031_D02_S002,No consta,17
2021,"Realejos, Los",20210101_38031_D02_S002,Ocupaciones elementales,70
2021,"Realejos, Los",20210101_38031_D02_S002,Trabajadores cualificados y oficiales/operarios de nivel bajo,324
2021,"Realejos, Los",20210101_38031_D02_S003,Directores/gerentes y profesionales/técnicos de nivel medio o alto,87
2021,"Realejos, Los",20210101_38031_D02_S003,No consta,11
2021,"Realejos, Los",20210101_38031_D02_S003,Ocupaciones elementales,89
2021,"Realejos, Los",20210101_38031_D02_S003,Trabajadores cualificados y oficiales/operarios de nivel bajo,316
2021,"Realejos, Los",20210101_38031_D03_S001,Directores/gerentes y profesionales/técnicos de nivel medio o alto,103
2021,"Realejos, Los",20210101_38031_D03_S001,No consta,16
2021,"Realejos, Los",20210101_38031_D03_S001,Ocupaciones elementales,79
2021,"Realejos, Los",20210101_38031_D03_S001,Trabajadores cualificados y oficiales/operarios de nivel bajo,360
2021,"Realejos, Los",20210101_38031_D03_S002,Directores/gerentes y profesionales/técnicos de nivel medio o alto,68
2021,"Realejos, Los",20210101_38031_D03_S002,No consta,12
2021,"Realejos, Los",20210101_38031_D03_S002,Ocupaciones elementales,77
2021,"Realejos, Los",20210101_38031_D03_S002,Trabajadores cualificados y oficiales/operarios de nivel bajo,248
2021,"Realejos, Los",20210101_38031_D03_S003,Directores/gerentes y profesionales/técnicos de nivel medio o alto,86
2021,"Realejos, Los",20210101_38031_D03_S003,No consta,10
2021,"Realejos, Los",20210101_38031_D03_S003,Ocupaciones elementales,103
2021,"Realejos, Los",20210101_38031_D03_S003,Trabajadores cualificados y oficiales/operarios de nivel bajo,307
2021,"Realejos, Los",20210101_38031_D03_S004,Directores/gerentes y profesionales/técnicos de nivel medio o alto,156
2021,"Realejos, Los",20210101_38031_D03_S004,No consta,14
2021,"Realejos, Los",20210101_38031_D03_S004,Ocupaciones elementales,37
2021,"Realejos, Los",20210101_38031_D03_S004,Trabajadores cualificados y oficiales/operarios de nivel bajo,297
2021,"Realejos, Los",20210101_38031_D03_S005,Directores/gerentes y profesionales/técnicos de nivel medio o alto,123
2021,"Realejos, Los",20210101_38031_D03_S005,No consta,19
2021,"Realejos, Los",20210101_38031_D03_S005,Ocupaciones elementales,69
2021,"Realejos, Los",20210101_38031_D03_S005,Trabajadores cualificados y oficiales/operarios de nivel bajo,363
2021,"Realejos, Los",20210101_38031_D04_S001,Directores/gerentes y profesionales/técnicos de nivel medio o alto,141
2021,"Realejos, Los",20210101_38031_D04_S001,No consta,20
2021,"Realejos, Los",20210101_38031_D04_S001,Ocupaciones elementales,75
2021,"Realejos, Los",20210101_38031_D04_S001,Trabajadores cualificados y oficiales/operarios de nivel bajo,334
2021,"Realejos, Los",20210101_38031_D04_S002,Directores/gerentes y profesionales/técnicos de nivel medio o alto,218
2021,"Realejos, Los",20210101_38031_D04_S002,No consta,33
2021,"Realejos, Los",20210101_38031_D04_S002,Ocupaciones elementales,50
2021,"Realejos, Los",20210101_38031_D04_S002,Trabajadores cualificados y oficiales/operarios de nivel bajo,383
2021,"Realejos, Los",20210101_38031_D04_S003,Directores/gerentes y profesionales/técnicos de nivel medio o alto,194
2021,"Realejos, Los",20210101_38031_D04_S003,No consta,16
2021,"Realejos, Los",20210101_38031_D04_S003,Ocupaciones elementales,40
2021,"Realejos, Los",20210101_38031_D04_S003,Trabajadores cualificados y oficiales/operarios de nivel bajo,225
2021,"Realejos, Los",20210101_38031_D04_S004,Directores/gerentes y profesionales/técnicos de nivel medio o alto,125
2021,"Realejos, Los",20210101_38031_D04_S004,No consta,18
2021,"Realejos, Los",20210101_38031_D04_S004,Ocupaciones elementales,65
2021,"Realejos, Los",20210101_38031_D04_S004,Trabajadores cualificados y oficiales/operarios de nivel bajo,307
2021,"Realejos, Los",20210101_38031_D05_S001,Directores/gerentes y profesionales/técnicos de nivel medio o alto,46
2021,"Realejos, Los",20210101_38031_D05_S001,No consta,12
2021,"Realejos, Los",20210101_38031_D05_S001,Ocupaciones elementales,103
2021,"Realejos, Los",20210101_38031_D05_S001,Trabajadores cualificados y oficiales/operarios de nivel bajo,194
2021,"Realejos, Los",20210101_38031_D05_S002,Directores/gerentes y profesionales/técnicos de nivel medio o alto,38
2021,"Realejos, Los",20210101_38031_D05_S002,No consta,12
2021,"Realejos, Los",20210101_38031_D05_S002,Ocupaciones elementales,126
2021,"Realejos, Los",20210101_38031_D05_S002,Trabajadores cualificados y oficiales/operarios de nivel bajo,211
2021,"Realejos, Los",20210101_38031_D05_S003,Directores/gerentes y profesionales/técnicos de nivel medio o alto,32
2021,"Realejos, Los",20210101_38031_D05_S003,No consta,13
2021,"Realejos, Los",20210101_38031_D05_S003,Ocupaciones elementales,94
2021,"Realejos, Los",20210101_38031_D05_S003,Trabajadores cualificados y oficiales/operarios de nivel bajo,173
2021,"Realejos, Los",20210101_38031_D06_S001,Directores/gerentes y profesionales/técnicos de nivel medio o alto,41
2021,"Realejos, Los",20210101_38031_D06_S001,No consta,8
2021,"Realejos, Los",20210101_38031_D06_S001,Ocupaciones elementales,105
2021,"Realejos, Los",20210101_38031_D06_S001,Trabajadores cualificados y oficiales/operarios de nivel bajo,246
2021,"Realejos, Los",20210101_38031_D06_S002,Directores/gerentes y profesionales/técnicos de nivel medio o alto,51
2021,"Realejos, Los",20210101_38031_D06_S002,No consta,17
2021,"Realejos, Los",20210101_38031_D06_S002,Ocupaciones elementales,125
2021,"Realejos, Los",20210101_38031_D06_S002,Trabajadores cualificados y oficiales/operarios de nivel bajo,319
2021,"Rosario, El",20210101_38032_D01_S001,Directores/gerentes y profesionales/técnicos de nivel medio o alto,116
2021,"Rosario, El",20210101_38032_D01_S001,No consta,7
2021,"Rosario, El",20210101_38032_D01_S001,Ocupaciones elementales,46
2021,"Rosario, El",20210101_38032_D01_S001,Trabajadores cualificados y oficiales/operarios de nivel bajo,168
2021,"Rosario, El",20210101_38032_D01_S002,Directores/gerentes y profesionales/técnicos de nivel medio o alto,53
2021,"Rosario, El",20210101_38032_D01_S002,No consta,5
2021,"Rosario, El",20210101_38032_D01_S002,Ocupaciones elementales,37
2021,"Rosario, El",20210101_38032_D01_S002,Trabajadores cualificados y oficiales/operarios de nivel bajo,136
2021,"Rosario, El",20210101_38032_D01_S003,Directores/gerentes y profesionales/técnicos de nivel medio o alto,245
2021,"Rosario, El",20210101_38032_D01_S003,No consta,21
2021,"Rosario, El",20210101_38032_D01_S003,Ocupaciones elementales,106
2021,"Rosario, El",20210101_38032_D01_S003,Trabajadores cualificados y oficiales/operarios de nivel bajo,364
2021,"Rosario, El",20210101_38032_D01_S004,Directores/gerentes y profesionales/técnicos de nivel medio o alto,425
2021,"Rosario, El",20210101_38032_D01_S004,No consta,25
2021,"Rosario, El",20210101_38032_D01_S004,Ocupaciones elementales,44
2021,"Rosario, El",20210101_38032_D01_S004,Trabajadores cualificados y oficiales/operarios de nivel bajo,406
2021,"Rosario, El",20210101_38032_D01_S005,Directores/gerentes y profesionales/técnicos de nivel medio o alto,60
2021,"Rosario, El",20210101_38032_D01_S005,No consta,8
2021,"Rosario, El",20210101_38032_D01_S005,Ocupaciones elementales,54
2021,"Rosario, El",20210101_38032_D01_S005,Trabajadores cualificados y oficiales/operarios de nivel bajo,172
2021,"Rosario, El",20210101_38032_D01_S006,Directores/gerentes y profesionales/técnicos de nivel medio o alto,527
2021,"Rosario, El",20210101_38032_D01_S006,No consta,33
2021,"Rosario, El",20210101_38032_D01_S006,Ocupaciones elementales,25
2021,"Rosario, El",20210101_38032_D01_S006,Trabajadores cualificados y oficiales/operarios de nivel bajo,334
2021,"Rosario, El",20210101_38032_D01_S007,Directores/gerentes y profesionales/técnicos de nivel medio o alto,173
2021,"Rosario, El",20210101_38032_D01_S007,No consta,21
2021,"Rosario, El",20210101_38032_D01_S007,Ocupaciones elementales,65
2021,"Rosario, El",20210101_38032_D01_S007,Trabajadores cualificados y oficiales/operarios de nivel bajo,388
2021,"Rosario, El",20210101_38032_D01_S008,Directores/gerentes y profesionales/técnicos de nivel medio o alto,377
2021,"Rosario, El",20210101_38032_D01_S008,No consta,24
2021,"Rosario, El",20210101_38032_D01_S008,Ocupaciones elementales,19
2021,"Rosario, El",20210101_38032_D01_S008,Trabajadores cualificados y oficiales/operarios de nivel bajo,297
2021,"Rosario, El",20210101_38032_D01_S009,Directores/gerentes y profesionales/técnicos de nivel medio o alto,94
2021,"Rosario, El",20210101_38032_D01_S009,No consta,12
2021,"Rosario, El",20210101_38032_D01_S009,Ocupaciones elementales,51
2021,"Rosario, El",20210101_38032_D01_S009,Trabajadores cualificados y oficiales/operarios de nivel bajo,163
2021,"Rosario, El",20210101_38032_D01_S010,Directores/gerentes y profesionales/técnicos de nivel medio o alto,175
2021,"Rosario, El",20210101_38032_D01_S010,No consta,19
2021,"Rosario, El",20210101_38032_D01_S010,Ocupaciones elementales,99
2021,"Rosario, El",20210101_38032_D01_S010,Trabajadores cualificados y oficiales/operarios de nivel bajo,343
2021,"Rosario, El",20210101_38032_D01_S011,Directores/gerentes y profesionales/técnicos de nivel medio o alto,413
2021,"Rosario, El",20210101_38032_D01_S011,No consta,30
2021,"Rosario, El",20210101_38032_D01_S011,Ocupaciones elementales,34
2021,"Rosario, El",20210101_38032_D01_S011,Trabajadores cualificados y oficiales/operarios de nivel bajo,323
2021,"Rosario, El",20210101_38032_D01_S012,Directores/gerentes y profesionales/técnicos de nivel medio o alto,390
2021,"Rosario, El",20210101_38032_D01_S012,No consta,26
2021,"Rosario, El",20210101_38032_D01_S012,Ocupaciones elementales,14
2021,"Rosario, El",20210101_38032_D01_S012,Trabajadores cualificados y oficiales/operarios de nivel bajo,211
2021,"Rosario, El",20210101_38032_D01_S013,Directores/gerentes y profesionales/técnicos de nivel medio o alto,244
2021,"Rosario, El",20210101_38032_D01_S013,No consta,17
2021,"Rosario, El",20210101_38032_D01_S013,Ocupaciones elementales,35
2021,"Rosario, El",20210101_38032_D01_S013,Trabajadores cualificados y oficiales/operarios de nivel bajo,168
2021,San Andrés y Sauces,20210101_38033_D01_S001,Directores/gerentes y profesionales/técnicos de nivel medio o alto,117
2021,San Andrés y Sauces,20210101_38033_D01_S001,No consta,27
2021,San Andrés y Sauces,20210101_38033_D01_S001,Ocupaciones elementales,71
2021,San Andrés y Sauces,20210101_38033_D01_S001,Trabajadores cualificados y oficiales/operarios de nivel bajo,272
2021,San Andrés y Sauces,20210101_38033_D01_S002,Directores/gerentes y profesionales/técnicos de nivel medio o alto,64
2021,San Andrés y Sauces,20210101_38033_D01_S002,No consta,16
2021,San Andrés y Sauces,20210101_38033_D01_S002,Ocupaciones elementales,39
2021,San Andrés y Sauces,20210101_38033_D01_S002,Trabajadores cualificados y oficiales/operarios de nivel bajo,164
2021,San Andrés y Sauces,20210101_38033_D01_S003,Directores/gerentes y profesionales/técnicos de nivel medio o alto,128
2021,San Andrés y Sauces,20210101_38033_D01_S003,No consta,40
2021,San Andrés y Sauces,20210101_38033_D01_S003,Ocupaciones elementales,78
2021,San Andrés y Sauces,20210101_38033_D01_S003,Trabajadores cualificados y oficiales/operarios de nivel bajo,296
2021,San Andrés y Sauces,20210101_38033_D02_S001,Directores/gerentes y profesionales/técnicos de nivel medio o alto,101
2021,San Andrés y Sauces,20210101_38033_D02_S001,No consta,44
2021,San Andrés y Sauces,20210101_38033_D02_S001,Ocupaciones elementales,78
2021,San Andrés y Sauces,20210101_38033_D02_S001,Trabajadores cualificados y oficiales/operarios de nivel bajo,258
2021,San Cristóbal de La Laguna,20210101_38023_D01_S001,Directores/gerentes y profesionales/técnicos de nivel medio o alto,212
2021,San Cristóbal de La Laguna,20210101_38023_D01_S001,No consta,13
2021,San Cristóbal de La Laguna,20210101_38023_D01_S001,Ocupaciones elementales,13
2021,San Cristóbal de La Laguna,20210101_38023_D01_S001,Trabajadores cualificados y oficiales/operarios de nivel bajo,129
2021,San Cristóbal de La Laguna,20210101_38023_D01_S002,Directores/gerentes y profesionales/técnicos de nivel medio o alto,202
2021,San Cristóbal de La Laguna,20210101_38023_D01_S002,No consta,9
2021,San Cristóbal de La Laguna,20210101_38023_D01_S002,Ocupaciones elementales,52
2021,San Cristóbal de La Laguna,20210101_38023_D01_S002,Trabajadores cualificados y oficiales/operarios de nivel bajo,230
2021,San Cristóbal de La Laguna,20210101_38023_D01_S003,Directores/gerentes y profesionales/técnicos de nivel medio o alto,341
2021,San Cristóbal de La Laguna,20210101_38023_D01_S003,No consta,20
2021,San Cristóbal de La Laguna,20210101_38023_D01_S003,Ocupaciones elementales,46
2021,San Cristóbal de La Laguna,20210101_38023_D01_S003,Trabajadores cualificados y oficiales/operarios de nivel bajo,299
2021,San Cristóbal de La Laguna,20210101_38023_D01_S004,Directores/gerentes y profesionales/técnicos de nivel medio o alto,65
2021,San Cristóbal de La Laguna,20210101_38023_D01_S004,No consta,9
2021,San Cristóbal de La Laguna,20210101_38023_D01_S004,Ocupaciones elementales,54
2021,San Cristóbal de La Laguna,20210101_38023_D01_S004,Trabajadores cualificados y oficiales/operarios de nivel bajo,155
2021,San Cristóbal de La Laguna,20210101_38023_D01_S005,Directores/gerentes y profesionales/técnicos de nivel medio o alto,275
2021,San Cristóbal de La Laguna,20210101_38023_D01_S005,No consta,18
2021,San Cristóbal de La Laguna,20210101_38023_D01_S005,Ocupaciones elementales,29
2021,San Cristóbal de La Laguna,20210101_38023_D01_S005,Trabajadores cualificados y oficiales/operarios de nivel bajo,228
2021,San Cristóbal de La Laguna,20210101_38023_D01_S006,Directores/gerentes y profesionales/técnicos de nivel medio o alto,253
2021,San Cristóbal de La Laguna,20210101_38023_D01_S006,No consta,31
2021,San Cristóbal de La Laguna,20210101_38023_D01_S006,Ocupaciones elementales,56
2021,San Cristóbal de La Laguna,20210101_38023_D01_S006,Trabajadores cualificados y oficiales/operarios de nivel bajo,322
2021,San Cristóbal de La Laguna,20210101_38023_D01_S007,Directores/gerentes y profesionales/técnicos de nivel medio o alto,315
2021,San Cristóbal de La Laguna,20210101_38023_D01_S007,No consta,22
2021,San Cristóbal de La Laguna,20210101_38023_D01_S007,Ocupaciones elementales,51
2021,San Cristóbal de La Laguna,20210101_38023_D01_S007,Trabajadores cualificados y oficiales/operarios de nivel bajo,325
2021,San Cristóbal de La Laguna,20210101_38023_D01_S008,Directores/gerentes y profesionales/técnicos de nivel medio o alto,203
2021,San Cristóbal de La Laguna,20210101_38023_D01_S008,No consta,20
2021,San Cristóbal de La Laguna,20210101_38023_D01_S008,Ocupaciones elementales,35
2021,San Cristóbal de La Laguna,20210101_38023_D01_S008,Trabajadores cualificados y oficiales/operarios de nivel bajo,187
2021,San Cristóbal de La Laguna,20210101_38023_D01_S009,Directores/gerentes y profesionales/técnicos de nivel medio o alto,194
2021,San Cristóbal de La Laguna,20210101_38023_D01_S009,No consta,20
2021,San Cristóbal de La Laguna,20210101_38023_D01_S009,Ocupaciones elementales,34
2021,San Cristóbal de La Laguna,20210101_38023_D01_S009,Trabajadores cualificados y oficiales/operarios de nivel bajo,215
2021,San Cristóbal de La Laguna,20210101_38023_D01_S010,Directores/gerentes y profesionales/técnicos de nivel medio o alto,248
2021,San Cristóbal de La Laguna,20210101_38023_D01_S010,No consta,29
2021,San Cristóbal de La Laguna,20210101_38023_D01_S010,Ocupaciones elementales,53
2021,San Cristóbal de La Laguna,20210101_38023_D01_S010,Trabajadores cualificados y oficiales/operarios de nivel bajo,277
2021,San Cristóbal de La Laguna,20210101_38023_D01_S011,Directores/gerentes y profesionales/técnicos de nivel medio o alto,125
2021,San Cristóbal de La Laguna,20210101_38023_D01_S011,No consta,13
2021,San Cristóbal de La Laguna,20210101_38023_D01_S011,Ocupaciones elementales,23
2021,San Cristóbal de La Laguna,20210101_38023_D01_S011,Trabajadores cualificados y oficiales/operarios de nivel bajo,109
2021,San Cristóbal de La Laguna,20210101_38023_D01_S012,Directores/gerentes y profesionales/técnicos de nivel medio o alto,138
2021,San Cristóbal de La Laguna,20210101_38023_D01_S012,No consta,18
2021,San Cristóbal de La Laguna,20210101_38023_D01_S012,Ocupaciones elementales,57
2021,San Cristóbal de La Laguna,20210101_38023_D01_S012,Trabajadores cualificados y oficiales/operarios de nivel bajo,250
2021,San Cristóbal de La Laguna,20210101_38023_D01_S013,Directores/gerentes y profesionales/técnicos de nivel medio o alto,238
2021,San Cristóbal de La Laguna,20210101_38023_D01_S013,No consta,12
2021,San Cristóbal de La Laguna,20210101_38023_D01_S013,Ocupaciones elementales,22
2021,San Cristóbal de La Laguna,20210101_38023_D01_S013,Trabajadores cualificados y oficiales/operarios de nivel bajo,154
2021,San Cristóbal de La Laguna,20210101_38023_D01_S014,Directores/gerentes y profesionales/técnicos de nivel medio o alto,235
2021,San Cristóbal de La Laguna,20210101_38023_D01_S014,No consta,25
2021,San Cristóbal de La Laguna,20210101_38023_D01_S014,Ocupaciones elementales,26
2021,San Cristóbal de La Laguna,20210101_38023_D01_S014,Trabajadores cualificados y oficiales/operarios de nivel bajo,138
2021,San Cristóbal de La Laguna,20210101_38023_D01_S015,Directores/gerentes y profesionales/técnicos de nivel medio o alto,365
2021,San Cristóbal de La Laguna,20210101_38023_D01_S015,No consta,17
2021,San Cristóbal de La Laguna,20210101_38023_D01_S015,Ocupaciones elementales,15
2021,San Cristóbal de La Laguna,20210101_38023_D01_S015,Trabajadores cualificados y oficiales/operarios de nivel bajo,129
2021,San Cristóbal de La Laguna,20210101_38023_D01_S016,Directores/gerentes y profesionales/técnicos de nivel medio o alto,437
2021,San Cristóbal de La Laguna,20210101_38023_D01_S016,No consta,18
2021,San Cristóbal de La Laguna,20210101_38023_D01_S016,Ocupaciones elementales,34
2021,San Cristóbal de La Laguna,20210101_38023_D01_S016,Trabajadores cualificados y oficiales/operarios de nivel bajo,241
2021,San Cristóbal de La Laguna,20210101_38023_D01_S017,Directores/gerentes y profesionales/técnicos de nivel medio o alto,347
2021,San Cristóbal de La Laguna,20210101_38023_D01_S017,No consta,27
2021,San Cristóbal de La Laguna,20210101_38023_D01_S017,Ocupaciones elementales,30
2021,San Cristóbal de La Laguna,20210101_38023_D01_S017,Trabajadores cualificados y oficiales/operarios de nivel bajo,236
2021,San Cristóbal de La Laguna,20210101_38023_D01_S018,Directores/gerentes y profesionales/técnicos de nivel medio o alto,117
2021,San Cristóbal de La Laguna,20210101_38023_D01_S018,No consta,8
2021,San Cristóbal de La Laguna,20210101_38023_D01_S018,Ocupaciones elementales,84
2021,San Cristóbal de La Laguna,20210101_38023_D01_S018,Trabajadores cualificados y oficiales/operarios de nivel bajo,237
2021,San Cristóbal de La Laguna,20210101_38023_D01_S019,Directores/gerentes y profesionales/técnicos de nivel medio o alto,234
2021,San Cristóbal de La Laguna,20210101_38023_D01_S019,No consta,13
2021,San Cristóbal de La Laguna,20210101_38023_D01_S019,Ocupaciones elementales,10
2021,San Cristóbal de La Laguna,20210101_38023_D01_S019,Trabajadores cualificados y oficiales/operarios de nivel bajo,115
2021,San Cristóbal de La Laguna,20210101_38023_D01_S020,Directores/gerentes y profesionales/técnicos de nivel medio o alto,203
2021,San Cristóbal de La Laguna,20210101_38023_D01_S020,No consta,5
2021,San Cristóbal de La Laguna,20210101_38023_D01_S020,Ocupaciones elementales,24
2021,San Cristóbal de La Laguna,20210101_38023_D01_S020,Trabajadores cualificados y oficiales/operarios de nivel bajo,149
2021,San Cristóbal de La Laguna,20210101_38023_D01_S021,Directores/gerentes y profesionales/técnicos de nivel medio o alto,351
2021,San Cristóbal de La Laguna,20210101_38023_D01_S021,No consta,20
2021,San Cristóbal de La Laguna,20210101_38023_D01_S021,Ocupaciones elementales,31
2021,San Cristóbal de La Laguna,20210101_38023_D01_S021,Trabajadores cualificados y oficiales/operarios de nivel bajo,231
2021,San Cristóbal de La Laguna,20210101_38023_D01_S022,Directores/gerentes y profesionales/técnicos de nivel medio o alto,221
2021,San Cristóbal de La Laguna,20210101_38023_D01_S022,No consta,8
2021,San Cristóbal de La Laguna,20210101_38023_D01_S022,Ocupaciones elementales,43
2021,San Cristóbal de La Laguna,20210101_38023_D01_S022,Trabajadores cualificados y oficiales/operarios de nivel bajo,229
2021,San Cristóbal de La Laguna,20210101_38023_D01_S023,Directores/gerentes y profesionales/técnicos de nivel medio o alto,489
2021,San Cristóbal de La Laguna,20210101_38023_D01_S023,No consta,27
2021,San Cristóbal de La Laguna,20210101_38023_D01_S023,Ocupaciones elementales,58
2021,San Cristóbal de La Laguna,20210101_38023_D01_S023,Trabajadores cualificados y oficiales/operarios de nivel bajo,370
2021,San Cristóbal de La Laguna,20210101_38023_D01_S024,Directores/gerentes y profesionales/técnicos de nivel medio o alto,64
2021,San Cristóbal de La Laguna,20210101_38023_D01_S024,No consta,7
2021,San Cristóbal de La Laguna,20210101_38023_D01_S024,Ocupaciones elementales,71
2021,San Cristóbal de La Laguna,20210101_38023_D01_S024,Trabajadores cualificados y oficiales/operarios de nivel bajo,162
2021,San Cristóbal de La Laguna,20210101_38023_D01_S025,Directores/gerentes y profesionales/técnicos de nivel medio o alto,231
2021,San Cristóbal de La Laguna,20210101_38023_D01_S025,No consta,26
2021,San Cristóbal de La Laguna,20210101_38023_D01_S025,Ocupaciones elementales,82
2021,San Cristóbal de La Laguna,20210101_38023_D01_S025,Trabajadores cualificados y oficiales/operarios de nivel bajo,365
2021,San Cristóbal de La Laguna,20210101_38023_D01_S026,Directores/gerentes y profesionales/técnicos de nivel medio o alto,310
2021,San Cristóbal de La Laguna,20210101_38023_D01_S026,No consta,13
2021,San Cristóbal de La Laguna,20210101_38023_D01_S026,Ocupaciones elementales,28
2021,San Cristóbal de La Laguna,20210101_38023_D01_S026,Trabajadores cualificados y oficiales/operarios de nivel bajo,170
2021,San Cristóbal de La Laguna,20210101_38023_D01_S027,Directores/gerentes y profesionales/técnicos de nivel medio o alto,166
2021,San Cristóbal de La Laguna,20210101_38023_D01_S027,No consta,22
2021,San Cristóbal de La Laguna,20210101_38023_D01_S027,Ocupaciones elementales,58
2021,San Cristóbal de La Laguna,20210101_38023_D01_S027,Trabajadores cualificados y oficiales/operarios de nivel bajo,254
2021,San Cristóbal de La Laguna,20210101_38023_D01_S028,Directores/gerentes y profesionales/técnicos de nivel medio o alto,470
2021,San Cristóbal de La Laguna,20210101_38023_D01_S028,No consta,28
2021,San Cristóbal de La Laguna,20210101_38023_D01_S028,Ocupaciones elementales,39
2021,San Cristóbal de La Laguna,20210101_38023_D01_S028,Trabajadores cualificados y oficiales/operarios de nivel bajo,322
2021,San Cristóbal de La Laguna,20210101_38023_D01_S029,Directores/gerentes y profesionales/técnicos de nivel medio o alto,236
2021,San Cristóbal de La Laguna,20210101_38023_D01_S029,No consta,8
2021,San Cristóbal de La Laguna,20210101_38023_D01_S029,Ocupaciones elementales,25
2021,San Cristóbal de La Laguna,20210101_38023_D01_S029,Trabajadores cualificados y oficiales/operarios de nivel bajo,139
2021,San Cristóbal de La Laguna,20210101_38023_D01_S030,Directores/gerentes y profesionales/técnicos de nivel medio o alto,480
2021,San Cristóbal de La Laguna,20210101_38023_D01_S030,No consta,20
2021,San Cristóbal de La Laguna,20210101_38023_D01_S030,Ocupaciones elementales,26
2021,San Cristóbal de La Laguna,20210101_38023_D01_S030,Trabajadores cualificados y oficiales/operarios de nivel bajo,234
2021,San Cristóbal de La Laguna,20210101_38023_D01_S031,Directores/gerentes y profesionales/técnicos de nivel medio o alto,477
2021,San Cristóbal de La Laguna,20210101_38023_D01_S031,No consta,19
2021,San Cristóbal de La Laguna,20210101_38023_D01_S031,Ocupaciones elementales,23
2021,San Cristóbal de La Laguna,20210101_38023_D01_S031,Trabajadores cualificados y oficiales/operarios de nivel bajo,157
2021,San Cristóbal de La Laguna,20210101_38023_D01_S032,Directores/gerentes y profesionales/técnicos de nivel medio o alto,119
2021,San Cristóbal de La Laguna,20210101_38023_D01_S032,No consta,14
2021,San Cristóbal de La Laguna,20210101_38023_D01_S032,Ocupaciones elementales,69
2021,San Cristóbal de La Laguna,20210101_38023_D01_S032,Trabajadores cualificados y oficiales/operarios de nivel bajo,266
2021,San Cristóbal de La Laguna,20210101_38023_D01_S033,Directores/gerentes y profesionales/técnicos de nivel medio o alto,146
2021,San Cristóbal de La Laguna,20210101_38023_D01_S033,No consta,7
2021,San Cristóbal de La Laguna,20210101_38023_D01_S033,Ocupaciones elementales,40
2021,San Cristóbal de La Laguna,20210101_38023_D01_S033,Trabajadores cualificados y oficiales/operarios de nivel bajo,154
2021,San Cristóbal de La Laguna,20210101_38023_D02_S001,Directores/gerentes y profesionales/técnicos de nivel medio o alto,117
2021,San Cristóbal de La Laguna,20210101_38023_D02_S001,No consta,14
2021,San Cristóbal de La Laguna,20210101_38023_D02_S001,Ocupaciones elementales,67
2021,San Cristóbal de La Laguna,20210101_38023_D02_S001,Trabajadores cualificados y oficiales/operarios de nivel bajo,225
2021,San Cristóbal de La Laguna,20210101_38023_D02_S002,Directores/gerentes y profesionales/técnicos de nivel medio o alto,80
2021,San Cristóbal de La Laguna,20210101_38023_D02_S002,No consta,8
2021,San Cristóbal de La Laguna,20210101_38023_D02_S002,Ocupaciones elementales,51
2021,San Cristóbal de La Laguna,20210101_38023_D02_S002,Trabajadores cualificados y oficiales/operarios de nivel bajo,219
2021,San Cristóbal de La Laguna,20210101_38023_D02_S003,Directores/gerentes y profesionales/técnicos de nivel medio o alto,129
2021,San Cristóbal de La Laguna,20210101_38023_D02_S003,No consta,10
2021,San Cristóbal de La Laguna,20210101_38023_D02_S003,Ocupaciones elementales,31
2021,San Cristóbal de La Laguna,20210101_38023_D02_S003,Trabajadores cualificados y oficiales/operarios de nivel bajo,220
2021,San Cristóbal de La Laguna,20210101_38023_D02_S004,Directores/gerentes y profesionales/técnicos de nivel medio o alto,119
2021,San Cristóbal de La Laguna,20210101_38023_D02_S004,No consta,14
2021,San Cristóbal de La Laguna,20210101_38023_D02_S004,Ocupaciones elementales,47
2021,San Cristóbal de La Laguna,20210101_38023_D02_S004,Trabajadores cualificados y oficiales/operarios de nivel bajo,240
2021,San Cristóbal de La Laguna,20210101_38023_D02_S005,Directores/gerentes y profesionales/técnicos de nivel medio o alto,180
2021,San Cristóbal de La Laguna,20210101_38023_D02_S005,No consta,17
2021,San Cristóbal de La Laguna,20210101_38023_D02_S005,Ocupaciones elementales,70
2021,San Cristóbal de La Laguna,20210101_38023_D02_S005,Trabajadores cualificados y oficiales/operarios de nivel bajo,301
2021,San Cristóbal de La Laguna,20210101_38023_D02_S006,Directores/gerentes y profesionales/técnicos de nivel medio o alto,83
2021,San Cristóbal de La Laguna,20210101_38023_D02_S006,No consta,10
2021,San Cristóbal de La Laguna,20210101_38023_D02_S006,Ocupaciones elementales,80
2021,San Cristóbal de La Laguna,20210101_38023_D02_S006,Trabajadores cualificados y oficiales/operarios de nivel bajo,280
2021,San Cristóbal de La Laguna,20210101_38023_D02_S007,Directores/gerentes y profesionales/técnicos de nivel medio o alto,186
2021,San Cristóbal de La Laguna,20210101_38023_D02_S007,No consta,26
2021,San Cristóbal de La Laguna,20210101_38023_D02_S007,Ocupaciones elementales,98
2021,San Cristóbal de La Laguna,20210101_38023_D02_S007,Trabajadores cualificados y oficiales/operarios de nivel bajo,369
2021,San Cristóbal de La Laguna,20210101_38023_D02_S008,Directores/gerentes y profesionales/técnicos de nivel medio o alto,83
2021,San Cristóbal de La Laguna,20210101_38023_D02_S008,No consta,10
2021,San Cristóbal de La Laguna,20210101_38023_D02_S008,Ocupaciones elementales,65
